1517 1257
1410 40 6
199 33 3
1295 35 9
1034 8 7
1311 19 6
361 48 9
1472 9 8
4 29 2
259 5 4
257 45 9
1308 22 1
1386 13 9
519 23 8
477 19 8
1389 28 8
1022 1 7
1190 24 6
818 35 4
328 29 7
1450 44 1
9 37 4
795 32 10
136 29 3
211 27 6
1414 39 4
69 49 4
179 33 2
745 31 8
461 15 2
1288 34 7
819 1 4
1228 39 10
502 42 1
615 25 1
183 45 7
978 4 6
1348 46 10
191 0 1
156 5 6
278 35 9
1448 49 7
1445 12 10
333 23 8
486 6 2
1312 12 0
907 47 10
1242 3 9
836 17 8
896 40 8
547 18 3
1252 20 10
616 14 10
454 43 8
648 30 8
1317 35 5
476 49 5
1387 44 8
571 33 1
828 32 2
1261 44 8
161 28 9
671 1 10
1135 45 4
1080 10 10
1085 18 5
401 34 1
283 46 8
678 25 6
1118 28 2
1163 8 10
785 23 3
637 37 4
884 21 9
1251 42 4
941 17 0
258 37 4
536 26 5
1507 45 6
225 14 6
1137 21 2
77 25 2
238 0 7
497 2 4
411 43 0
962 5 5
879 21 4
430 41 5
1446 42 8
966 30 6
80 25 0
345 11 0
723 0 4
1284 34 3
727 39 3
369 42 2
758 2 7
994 50 7
638 35 4
552 26 1
1438 39 0
127 16 4
1189 2 3
388 14 0
1059 0 5
866 50 4
1369 36 9
180 46 1
1091 22 10
540 2 2
697 26 6
389 37 6
567 31 8
1032 47 5
682 35 4
1393 23 2
290 30 9
1276 8 2
313 35 7
1102 30 6
346 39 4
833 6 8
1384 11 10
378 9 1
906 15 1
625 13 5
99 15 7
208 11 3
1468 10 3
339 48 3
926 23 5
1197 49 7
415 44 2
287 23 4
1381 49 6
533 34 8
1052 27 4
66 16 6
764 15 8
587 32 7
138 27 9
1140 29 8
839 25 0
1379 49 5
70 42 10
1509 37 3
349 2 8
71 43 5
709 21 4
325 25 0
169 24 0
1258 43 3
7 46 3
344 48 2
1337 44 8
1402 15 7
1457 4 7
227 44 10
1093 38 6
255 26 10
1255 17 5
663 0 1
1365 3 6
768 21 6
1145 32 3
1155 16 1
1281 15 7
284 42 0
1367 32 3
262 5 10
652 43 9
729 10 1
67 12 2
1108 42 3
119 25 2
688 12 6
103 40 9
190 32 10
844 40 10
1073 28 0
767 45 8
550 35 8
1361 11 7
1287 27 0
573 31 5
1219 24 5
1126 48 1
1372 35 10
1014 27 7
1436 0 2
610 35 2
523 25 7
1423 21 5
247 36 0
887 46 6
1227 27 2
18 16 9
1106 32 7
52 4 10
977 43 6
72 43 3
464 2 5
680 39 8
1501 34 3
1310 30 1
47 26 10
644 9 5
831 14 2
390 39 9
1324 42 4
1111 0 0
146 13 3
943 13 10
525 18 0
840 41 6
1343 50 4
1041 37 2
237 47 2
933 17 9
1478 3 9
728 41 10
1132 37 3
1298 21 10
266 43 7
1366 0 4
51 20 10
57 40 10
15 41 7
507 34 4
580 41 10
219 3 5
912 35 3
1158 0 9
383 14 1
740 46 0
829 6 2
307 24 7
201 0 2
868 19 2
1119 38 6
347 40 8
617 21 0
503 15 7
459 32 3
1335 5 6
24 48 10
370 19 9
1078 22 10
713 43 5
177 17 2
1490 4 4
769 45 3
913 9 3
144 9 10
716 41 2
696 36 6
894 9 7
992 49 5
437 30 0
1148 21 0
1334 21 4
618 48 1
888 39 6
439 4 8
111 5 10
1169 33 3
125 32 8
739 20 8
480 32 3
755 44 10
1358 25 10
842 27 9
791 15 10
714 13 1
458 46 4
126 18 6
591 7 6
861 44 10
643 3 9
1213 32 5
1203 31 4
164 7 5
622 4 4
1057 42 3
843 21 7
815 38 5
385 19 5
1339 38 7
1493 41 2
189 7 7
152 22 1
446 37 9
809 7 5
965 28 6
538 34 0
60 5 10
494 34 9
218 40 8
109 35 8
1246 8 3
986 5 6
212 43 7
908 47 7
832 0 1
1042 29 1
707 7 8
1477 35 7
375 43 5
379 21 8
1026 12 0
577 50 2
726 2 10
1407 9 4
27 27 4
603 30 10
876 22 3
632 8 7
563 33 10
559 32 3
544 0 1
979 30 10
368 30 0
1447 48 3
1460 47 8
91 31 10
925 0 1
1352 37 10
1486 45 6
438 17 2
1405 37 0
420 33 5
277 8 4
1079 27 1
171 31 8
1240 1 7
1336 3 6
1315 25 6
202 41 9
404 2 10
1216 22 3
1051 43 7
1506 13 3
478 5 6
561 41 7
1207 39 1
939 28 10
186 32 0
1178 12 0
102 0 3
976 45 5
1183 34 9
374 0 9
1212 24 9
12 19 6
1030 35 3
386 42 9
505 22 7
322 46 4
88 21 7
1307 31 3
398 12 6
1076 4 0
1282 26 5
875 25 6
149 28 10
267 13 1
609 35 9
265 6 9
1114 46 4
985 12 6
1017 7 1
130 40 2
548 15 5
396 2 9
693 31 7
1431 10 8
147 12 5
1027 23 3
704 45 7
1375 12 6
964 10 10
751 35 4
995 44 2
1363 30 7
611 43 1
1314 14 0
167 37 8
590 42 8
1147 22 5
251 38 1
1153 7 8
1319 44 6
151 17 3
1156 46 10
192 49 8
1309 40 8
19 32 9
1301 15 7
1066 38 2
936 46 9
1364 43 10
1037 33 3
85 25 3
399 9 3
1225 41 0
90 15 7
972 1 5
269 26 0
421 41 7
744 31 5
406 1 3
354 30 9
501 47 6
1316 20 6
686 31 3
1110 7 7
566 18 3
1329 32 3
422 27 7
1498 20 3
1338 39 2
28 10 10
493 47 0
1508 7 8
635 7 5
362 41 4
282 37 5
1449 40 0
1480 5 8
79 28 2
681 36 10
451 49 3
689 35 10
645 16 6
1112 42 5
479 9 9
1048 47 9
1254 46 6
455 46 4
414 27 6
1141 50 4
1297 37 0
642 21 3
600 0 2
807 39 8
223 38 6
1285 25 0
33 3 8
358 34 7
466 40 1
858 4 7
330 43 10
1516 4 0
1013 39 1
997 27 9
626 37 3
793 20 8
1442 8 5
1081 25 9
1123 30 2
675 43 7
460 43 0
835 21 7
188 8 4
273 27 8
718 23 5
775 15 5
122 11 8
1259 21 0
483 19 8
558 46 8
363 2 0
1086 19 3
1117 46 6
568 10 0
196 43 10
1458 30 1
952 8 1
114 14 3
1055 32 4
1378 13 1
1023 14 1
1222 33 10
41 30 2
448 1 4
918 46 3
1234 32 7
1417 45 6
781 21 5
296 8 0
200 22 0
1008 39 2
1054 4 4
1437 6 7
1133 12 6
971 0 4
1408 4 0
314 32 2
1244 33 3
1208 41 5
145 3 7
1275 18 10
481 27 8
916 5 5
1196 19 6
917 26 0
241 20 8
1342 42 3
514 4 8
410 5 9
120 18 3
272 3 2
582 7 7
306 47 4
444 30 0
182 43 5
754 21 0
1470 44 4
812 20 1
405 46 3
332 28 4
892 46 0
903 29 5
65 26 1
921 47 2
606 4 2
93 42 1
116 24 6
1271 46 10
996 5 4
1129 38 0
1084 9 10
880 17 7
1382 32 3
715 7 5
172 14 0
825 41 8
665 24 2
1515 36 5
702 36 2
847 25 1
1177 31 0
1425 11 1
1512 37 7
621 47 3
286 6 3
112 36 6
827 31 0
1495 1 3
1060 45 1
234 25 6
1328 3 3
512 44 3
352 11 6
92 23 7
684 32 1
1511 44 1
579 40 5
746 13 0
1263 24 6
557 41 2
58 49 6
802 41 6
364 26 3
94 29 0
572 15 3
731 12 4
1166 21 10
29 17 3
602 50 2
1236 42 9
816 28 9
244 42 7
300 22 6
534 19 1
641 6 1
1266 31 3
670 30 4
1232 14 3
343 7 10
1065 43 1
808 35 1
989 10 1
614 20 2
851 14 3
915 41 4
26 4 9
1270 14 9
153 38 6
1024 15 9
539 39 4
1397 37 2
1067 43 4
1007 24 1
348 33 1
1481 38 6
695 13 0
969 31 1
148 7 0
417 9 1
315 26 7
594 11 6
1089 11 8
1296 38 10
431 26 0
1327 31 2
604 26 1
1249 32 0
1429 5 6
749 45 4
655 17 1
59 10 9
197 1 5
1256 13 9
338 29 1
551 36 2
340 34 7
360 38 10
1061 32 2
310 38 6
499 29 1
1012 49 0
1204 37 0
527 11 3
46 25 6
373 42 3
608 23 8
1487 20 8
935 17 4
882 7 3
1120 44 4
647 11 7
565 26 8
959 3 9
799 32 6
1491 31 9
811 44 8
104 44 10
442 27 7
1344 29 6
950 4 8
387 38 7
659 40 2
725 48 7
38 6 10
983 41 4
783 10 8
163 48 1
335 36 5
141 9 2
753 34 8
549 38 6
677 1 10
991 37 1
570 14 7
771 21 8
490 20 7
583 32 3
848 5 8
988 18 1
435 0 2
1500 42 0
252 7 9
124 40 4
133 48 6
631 43 7
309 44 6
1058 19 8
443 34 0
967 50 7
1031 43 3
1011 27 1
1332 38 10
788 33 2
1465 18 2
734 37 5
412 18 4
492 49 0
34 44 3
78 4 3
973 23 10
820 0 3
216 4 8
394 38 2
462 33 1
1167 19 8
426 29 8
89 14 4
515 8 10
1400 1 2
175 0 1
624 27 10
1394 30 10
463 24 0
585 9 1
1162 5 3
185 4 0
105 41 2
830 26 8
1300 35 1
320 50 10
902 32 6
955 8 4
862 9 5
21 6 10
658 37 1
1099 16 10
8 37 4
605 31 9
376 4 2
1279 31 4
424 33 6
1474 47 0
1124 14 0
774 30 8
911 32 10
1494 15 1
752 26 0
1025 47 5
1250 46 8
778 36 6
824 19 1
1195 5 3
366 42 6
629 2 10
520 35 10
1497 42 3
1323 4 9
1016 40 6
1499 24 8
173 50 4
537 50 8
289 48 9
1049 8 6
1233 48 8
721 13 10
541 40 6
372 28 2
221 2 0
698 0 10
356 24 6
55 2 8
1194 32 3
1262 24 3
1355 28 3
1192 47 3
382 40 8
256 20 3
687 20 10
531 40 6
905 48 6
619 22 1
187 49 0
1139 0 2
510 3 5
98 32 3
1082 21 1
432 16 7
777 37 0
1412 27 2
1165 9 0
855 14 7
1303 19 5
1020 26 4
1484 13 1
1277 50 7
25 3 9
784 26 6
710 23 6
899 41 2
937 20 1
384 3 2
1160 23 1
1172 34 3
1004 3 6
901 22 5
651 6 3
319 49 8
1002 4 0
800 39 4
1453 32 9
1087 41 8
1443 24 1
524 48 0
1467 41 5
924 40 1
1109 49 0
83 37 3
95 13 7
1269 9 2
433 20 9
1267 37 6
482 46 9
1181 3 9
1290 1 5
37 30 3
97 3 5
194 39 1
1454 40 3
957 10 4
1286 49 2
1029 5 2
308 19 6
400 3 8
6 0 3
1377 17 10
1306 12 7
690 45 2
1280 6 4
867 29 8
178 26 2
75 27 10
317 8 0
526 11 9
1164 42 9
132 13 6
184 37 6
1293 15 0
759 35 7
263 5 6
115 44 0
1039 29 0
1294 45 9
574 8 7
1138 25 4
288 44 1
297 9 6
910 41 0
1370 36 6
484 50 1
956 13 7
299 10 10
292 26 8
1313 45 3
246 32 1
86 24 4
980 46 7
160 28 8
870 14 9
1283 19 6
1473 29 0
895 27 1
1235 24 8
1005 31 5
108 13 2
805 20 7
970 37 7
1406 15 0
1514 12 6
30 13 1
823 0 4
291 2 7
1130 33 8
157 49 8
73 27 8
1143 29 2
1047 23 8
810 4 0
1451 22 1
181 5 5
801 29 0
1131 15 5
285 17 6
1074 20 1
1128 30 8
877 10 3
203 12 2
1299 2 2
1215 15 4
264 50 0
790 49 2
170 23 5
1351 41 3
613 32 2
1092 25 3
598 32 4
305 48 3
245 50 1
633 6 8
806 21 2
646 48 1
620 17 2
36 42 3
304 11 5
351 36 5
1134 38 7
1455 18 10
1151 26 1
1331 44 5
1101 45 0
229 16 5
1191 35 6
470 1 5
140 37 8
1173 2 10
1304 29 2
737 21 6
1388 43 7
667 47 10
904 42 5
176 5 7
233 45 6
249 19 3
1035 50 9
987 15 8
934 37 6
10 27 5
1176 17 4
1 39 0
329 43 7
365 49 3
253 14 8
584 47 0
949 22 7
1371 4 4
1223 39 7
1422 12 4
947 7 0
1398 2 3
498 21 6
760 1 6
61 6 7
416 42 8
1380 43 10
280 49 6
1088 8 0
491 20 3
1226 46 5
650 35 5
118 4 4
1062 35 9
391 13 0
1224 29 2
804 33 7
838 50 3
509 42 9
938 12 2
1149 0 10
1341 40 8
1464 1 2
530 33 4
914 13 10
1354 28 5
468 5 8
736 6 9
963 28 5
588 9 1
1321 10 6
429 0 2
425 14 9
1452 33 8
276 41 7
676 45 9
545 39 4
796 6 4
1440 38 3
413 21 6
53 49 6
685 41 7
2 17 1
254 6 6
1171 6 5
1064 3 5
763 21 5
871 47 8
3 27 1
1053 42 10
1435 35 10
656 33 9
50 6 4
436 4 4
792 14 5
1456 2 5
748 37 7
942 25 8
984 0 5
1489 43 0
1010 4 2
1340 25 2
1357 2 10
275 24 4
337 22 2
733 35 4
1322 14 3
323 46 7
327 47 3
826 17 5
1241 13 7
556 49 6
814 19 1
45 10 1
407 42 8
1019 14 1
597 36 1
922 45 0
741 6 3
381 28 6
1404 46 10
139 30 2
1433 7 5
1376 10 6
1483 47 9
1272 17 2
630 36 7
1459 6 3
42 26 8
770 10 7
803 38 4
250 43 6
1488 7 6
434 23 6
720 29 2
248 2 1
1068 28 9
993 46 0
813 40 4
850 39 7
357 7 10
1399 50 6
423 7 10
465 14 3
142 16 0
1409 11 6
837 37 3
54 1 5
474 45 0
214 41 9
1346 29 0
1345 8 10
953 10 0
316 11 3
418 3 7
336 32 1
318 6 2
679 10 6
928 16 8
68 42 5
885 15 6
243 47 10
711 2 4
1168 42 7
393 21 6
1157 42 4
1217 44 9
220 39 9
14 35 7
43 8 7
1385 3 10
948 14 0
56 39 2
1510 29 1
776 7 9
981 46 7
134 25 5
703 16 6
371 33 0
1113 45 3
274 20 3
1326 1 1
445 34 0
324 29 2
1428 21 8
897 45 2
311 23 6
1186 11 2
1318 12 2
0 50 0
944 36 2
886 32 9
11 46 5
1360 50 0
106 29 2
649 30 1
578 12 9
17 50 8
1475 5 6
1359 27 2
569 36 6
1205 28 4
471 46 10
64 15 7
475 33 5
452 15 0
1427 28 0
447 41 10
131 19 8
872 9 2
593 33 6
1122 31 7
1257 35 9
107 31 4
592 7 6
931 8 4
1395 35 4
441 12 10
708 32 3
834 13 1
1471 0 3
1072 15 10
961 5 4
857 27 4
1305 19 8
521 25 5
1045 47 8
230 33 1
668 26 8
1144 22 6
1347 46 6
742 35 6
270 4 5
919 9 5
1028 48 4
312 40 7
1302 11 0
100 7 7
1237 13 1
342 33 10
923 16 5
517 47 6
240 17 2
1485 11 1
516 40 2
472 42 4
377 47 5
998 33 5
1107 39 5
1401 0 6
954 44 4
761 11 6
612 3 1
154 48 5
968 15 10
495 34 8
1179 27 7
205 4 2
701 39 9
1411 21 4
427 41 8
1424 50 3
301 6 10
782 46 4
1015 31 8
1003 41 10
1502 31 5
403 28 9
1325 13 8
599 26 4
359 32 1
326 12 2
757 24 0
1001 3 9
586 1 5
232 20 7
128 22 6
999 10 10
1044 16 0
48 6 6
865 8 9
674 7 2
1469 28 2
762 50 4
1077 30 5
1075 28 10
1353 1 0
1063 15 8
155 27 6
224 44 2
1104 38 2
909 24 2
712 13 5
1221 47 2
1421 39 4
756 39 3
883 26 5
627 34 4
295 37 1
543 12 8
16 50 8
13 44 6
101 48 5
1097 33 4
506 39 5
1373 5 1
1430 10 10
1466 16 0
1094 30 4
1115 32 9
206 16 4
293 43 6
20 3 10
1043 17 5
1071 12 8
529 36 1
298 9 0
419 46 4
1142 11 3
546 27 0
852 37 7
1046 4 6
137 40 9
1333 9 10
772 9 4
1289 18 7
1292 10 4
198 2 8
228 43 10
822 14 5
672 42 8
402 36 5
487 43 3
350 50 9
271 16 5
1248 21 7
1096 4 4
231 23 2
946 3 10
542 40 2
1441 17 5
81 16 3
640 34 1
940 19 1
1403 39 1
951 22 9
1206 29 6
215 37 1
661 29 9
409 7 4
854 1 5
1105 0 5
74 22 4
166 38 5
174 46 10
1356 37 6
930 7 5
355 27 2
380 1 10
900 43 1
1018 36 7
634 11 3
732 7 1
1116 36 7
453 30 10
535 37 9
765 35 5
1265 1 7
1320 15 8
958 20 2
467 18 6
1040 22 1
975 40 0
766 1 4
1038 39 2
135 29 2
841 43 2
1274 28 1
32 2 6
294 35 6
1050 32 5
1374 30 5
1083 1 8
560 37 1
235 7 7
504 6 8
719 20 0
1416 30 7
564 20 5
236 11 1
982 44 7
449 38 1
717 19 5
239 30 5
331 39 9
1127 8 7
1170 32 7
204 41 6
1150 14 2
1496 10 10
1439 50 9
408 27 10
321 29 10
82 31 8
859 21 1
31 6 9
473 40 6
84 8 0
113 40 4
1419 14 6
1095 13 3
1273 0 10
1159 19 7
554 35 10
1245 36 3
722 41 8
528 11 3
960 40 10
779 10 1
932 13 0
576 2 3
469 43 2
817 47 10
1021 15 3
496 45 5
1503 48 7
691 2 2
1069 25 4
87 2 0
666 6 6
1125 24 0
869 15 2
1415 40 8
636 8 1
1184 25 8
1146 44 9
1243 34 2
518 20 8
397 46 7
553 6 7
1090 13 6
1200 19 5
706 18 10
165 28 9
1420 29 5
662 44 4
1268 22 3
789 36 3
628 50 10
1362 47 6
1009 9 5
821 24 9
279 21 4
1188 30 9
1390 27 4
846 2 9
121 40 10
1201 15 9
1482 38 8
730 34 10
874 47 5
1033 38 2
260 43 0
555 10 6
1056 38 9
522 29 6
1350 19 3
35 15 10
1182 16 7
596 6 7
589 4 6
623 45 10
786 46 6
1175 31 6
927 5 2
1185 1 1
