503 269
202 49 0
116 4 4
488 22 7
416 2 10
440 4 7
386 34 10
400 33 5
317 31 10
390 18 3
268 1 7
136 27 4
40 28 4
44 32 2
289 9 8
186 43 10
99 20 5
316 42 5
421 37 9
95 38 5
96 10 5
81 7 0
115 28 6
18 35 9
363 5 5
54 15 0
245 17 9
303 46 8
323 4 5
235 26 7
20 39 10
413 49 6
475 4 4
466 49 0
497 28 5
291 38 10
359 35 6
13 37 6
