8356 INF01 1
61001 54 IINF04
61002 82 FIS01
61003 94 CHIM02
61004 4 IINF04
61005 67 IINF04
61006 90 CHIM02
61007 65 AGR03
61008 53 MED18
61009 12 FIS01
61010 46 AGR03
61011 30 AGR03
61012 92 CHIM02
61013 9 INGIND35
61014 66 MED18
61015 45 IINF04
61016 88 BIO10
61017 4 IINF04
61018 3 INGIND35
61019 96 AGR03
61020 12 MAT01
61021 83 MAT01
61022 33 MAT01
61023 1 AGR03
61024 61 IINF04
61025 63 INGIND35
61026 34 IINF05
61027 98 IINF04
61028 50 BIO10
61029 25 INGIND35
61030 13 AGR03
61031 66 IINF05
61032 71 MED18
61033 2 MAT01
61034 71 MED18
61035 8 INGIND35
61036 29 FIS01
61037 2 IINF05
61038 47 MED18
61039 23 IINF05
61040 26 MED18
61041 81 MED18
61042 31 INGIND35
61043 96 IINF05
61044 9 MED18
61045 73 CHIM02
61046 10 INGIND35
61047 30 MED18
61048 51 AGR03
61049 33 BIO10
61050 11 BIO10
61051 72 CHIM02
61052 56 MED18
61053 1 MED18
61054 73 BIO10
61055 55 CHIM02
61056 40 INF01
61057 8 INF01
61058 83 MAT01
61059 12 MED18
61060 59 AGR03
61061 48 INF01
61062 41 AGR03
61063 20 MAT01
61064 52 MAT01
61065 25 AGR03
61066 2 MAT01
61067 3 IINF05
61068 42 IINF04
61069 2 CHIM02
61070 79 INF01
61071 89 INGIND35
61072 82 FIS01
61073 61 MED18
61074 70 CHIM02
61075 66 INF01
61076 89 CHIM02
61077 19 AGR03
61078 15 BIO10
61079 11 AGR03
61080 55 AGR03
61081 39 BIO10
61082 19 INGIND35
61083 52 FIS01
61084 42 IINF05
61085 6 MED18
61086 66 IINF05
61087 45 INF01
61088 78 FIS01
61089 6 MAT01
61090 33 AGR03
61091 63 MED18
61092 45 CHIM02
61093 66 AGR03
61094 90 AGR03
61095 48 FIS01
61096 40 MED18
61097 50 IINF05
61098 49 CHIM02
61099 57 CHIM02
61100 89 AGR03
61101 40 CHIM02
61102 16 AGR03
61103 28 FIS01
61104 100 MAT01
61105 74 MAT01
61106 54 INGIND35
61107 91 FIS01
61108 57 AGR03
61109 97 BIO10
61110 66 IINF05
61111 47 FIS01
61112 96 INF01
61113 75 BIO10
61114 13 IINF04
61115 52 IINF04
61116 91 IINF05
61117 73 FIS01
61118 14 BIO10
61119 13 IINF05
61120 77 BIO10
61121 17 FIS01
61122 64 AGR03
61123 42 CHIM02
61124 14 INGIND35
61125 95 BIO10
61126 35 MED18
61127 13 BIO10
61128 9 INGIND35
61129 80 INGIND35
61130 61 MED18
61131 75 IINF05
61132 69 INGIND35
61133 56 CHIM02
61134 48 BIO10
61135 40 FIS01
61136 92 AGR03
61137 53 CHIM02
61138 30 FIS01
61139 8 AGR03
61140 87 CHIM02
61141 28 BIO10
61142 56 CHIM02
61143 99 MED18
61144 15 MAT01
61145 72 INGIND35
61146 67 MED18
61147 22 MAT01
61148 41 IINF05
61149 97 AGR03
61150 61 BIO10
61151 32 FIS01
61152 42 AGR03
61153 94 CHIM02
61154 80 INGIND35
61155 48 FIS01
61156 30 MED18
61157 98 INGIND35
61158 79 IINF04
61159 17 INF01
61160 82 BIO10
61161 68 INGIND35
61162 13 MAT01
61163 56 IINF04
61164 43 MED18
61165 45 MED18
61166 70 INGIND35
61167 99 CHIM02
61168 72 IINF05
61169 54 MED18
61170 93 FIS01
61171 36 FIS01
61172 59 INGIND35
61173 94 AGR03
61174 93 FIS01
61175 89 MED18
61176 17 INGIND35
61177 4 MED18
61178 58 IINF05
61179 46 IINF04
61180 75 FIS01
61181 39 AGR03
61182 38 IINF04
61183 31 IINF05
61184 15 IINF04
61185 13 MAT01
61186 97 INGIND35
61187 91 MAT01
61188 54 MED18
61189 77 BIO10
61190 32 MED18
61191 26 MAT01
61192 60 FIS01
61193 51 INGIND35
61194 2 CHIM02
61195 54 IINF05
61196 65 INF01
61197 94 IINF04
61198 50 AGR03
61199 78 IINF04
61200 4 FIS01
61201 29 IINF05
61202 38 CHIM02
61203 4 IINF04
61204 15 INGIND35
61205 31 CHIM02
61206 85 AGR03
61207 3 CHIM02
61208 56 AGR03
61209 80 IINF05
61210 16 CHIM02
61211 8 CHIM02
61212 29 MED18
61213 14 IINF05
61214 54 IINF04
61215 35 MAT01
61216 77 IINF05
61217 40 IINF04
61218 79 MED18
61219 18 INGIND35
61220 22 INF01
61221 41 IINF05
61222 17 MED18
61223 37 MED18
61224 26 CHIM02
61225 71 AGR03
61226 67 FIS01
61227 31 BIO10
61228 11 MAT01
61229 44 BIO10
61230 30 IINF05
61231 33 INF01
61232 14 FIS01
61233 65 MED18
61234 52 AGR03
61235 63 CHIM02
61236 62 MAT01
61237 21 IINF05
61238 76 IINF04
61239 51 IINF04
61240 72 FIS01
61241 35 CHIM02
61242 54 INF01
61243 84 IINF05
61244 84 BIO10
61245 70 BIO10
61246 80 INGIND35
61247 58 MAT01
61248 58 AGR03
61249 55 BIO10
61250 75 BIO10
61251 59 BIO10
61252 52 MED18
61253 62 MED18
61254 29 CHIM02
61255 9 MED18
61256 48 INGIND35
61257 95 INGIND35
61258 93 IINF05
61259 89 BIO10
61260 58 IINF05
61261 99 IINF05
61262 6 MAT01
61263 70 CHIM02
61264 99 MAT01
61265 7 INGIND35
61266 88 BIO10
61267 40 INGIND35
61268 88 INGIND35
61269 75 AGR03
61270 1 MED18
61271 97 BIO10
61272 3 MAT01
61273 82 IINF04
61274 2 CHIM02
61275 88 FIS01
61276 37 BIO10
61277 3 IINF04
61278 4 MAT01
61279 31 INGIND35
61280 93 IINF05
61281 75 AGR03
61282 86 CHIM02
61283 73 IINF05
61284 71 AGR03
61285 23 INGIND35
61286 94 CHIM02
61287 65 INGIND35
61288 20 IINF05
61289 60 IINF04
61290 9 INF01
61291 6 IINF05
61292 86 MAT01
61293 20 FIS01
61294 2 INF01
61295 88 FIS01
61296 70 INGIND35
61297 38 BIO10
61298 100 INF01
61299 7 IINF04
61300 97 IINF04
61301 88 INGIND35
61302 84 FIS01
61303 20 MAT01
61304 52 MED18
61305 29 BIO10
61306 30 INF01
61307 96 BIO10
61308 57 MED18
61309 46 BIO10
61310 30 MAT01
61311 98 IINF04
61312 62 INGIND35
61313 58 MED18
61314 98 FIS01
61315 12 AGR03
61316 74 FIS01
61317 63 CHIM02
61318 61 MAT01
61319 71 MED18
61320 40 MAT01
61321 69 BIO10
61322 49 AGR03
61323 44 AGR03
61324 47 IINF05
61325 13 FIS01
61326 20 MED18
61327 53 MED18
61328 23 MAT01
61329 73 INF01
61330 35 INF01
61331 100 IINF05
61332 100 CHIM02
61333 84 BIO10
61334 28 IINF04
61335 1 MAT01
61336 27 AGR03
61337 60 FIS01
61338 9 INGIND35
61339 44 MAT01
61340 28 INF01
61341 41 IINF05
61342 5 IINF04
61343 66 INGIND35
61344 65 BIO10
61345 84 INF01
61346 64 BIO10
61347 91 INF01
61348 52 IINF04
61349 11 IINF05
61350 53 BIO10
61351 83 MED18
61352 96 MED18
61353 40 AGR03
61354 10 IINF05
61355 100 AGR03
61356 54 BIO10
61357 62 MED18
61358 2 MAT01
61359 51 INF01
61360 73 FIS01
61361 90 BIO10
61362 36 MED18
61363 6 INGIND35
61364 18 IINF05
61365 2 IINF04
61366 91 BIO10
61367 87 IINF04
61368 90 AGR03
61369 8 BIO10
61370 75 BIO10
61371 64 IINF04
61372 59 MAT01
61373 8 INF01
61374 31 MED18
61375 26 AGR03
61376 25 IINF04
61377 19 AGR03
61378 86 IINF05
61379 35 IINF05
61380 70 CHIM02
61381 27 CHIM02
61382 67 BIO10
61383 19 IINF04
61384 72 IINF05
61385 73 AGR03
61386 59 CHIM02
61387 88 FIS01
61388 66 INF01
61389 86 CHIM02
61390 85 MAT01
61391 7 INF01
61392 31 AGR03
61393 100 FIS01
61394 89 MED18
61395 92 MED18
61396 90 FIS01
61397 76 BIO10
61398 42 IINF04
61399 43 MAT01
61400 3 BIO10
61401 2 BIO10
61402 26 IINF04
61403 83 CHIM02
61404 37 MED18
61405 9 BIO10
61406 15 FIS01
61407 91 MED18
61408 8 BIO10
61409 26 INF01
61410 60 BIO10
61411 97 FIS01
61412 22 INF01
61413 31 MAT01
61414 65 IINF05
61415 61 IINF05
61416 78 AGR03
61417 1 CHIM02
61418 55 CHIM02
61419 45 MAT01
61420 13 BIO10
61421 97 FIS01
61422 35 INGIND35
61423 48 MAT01
61424 51 IINF05
61425 59 IINF05
61426 79 CHIM02
61427 27 MED18
61428 38 CHIM02
61429 57 INF01
61430 75 INF01
61431 85 MED18
61432 61 MED18
61433 15 MED18
61434 35 IINF04
61435 79 MAT01
61436 46 AGR03
61437 84 INF01
61438 17 MED18
61439 76 CHIM02
61440 1 MAT01
61441 22 IINF05
61442 33 BIO10
61443 60 BIO10
61444 61 INF01
61445 45 MAT01
61446 98 MAT01
61447 43 BIO10
61448 6 INF01
61449 31 INF01
61450 6 FIS01
61451 68 AGR03
61452 30 MAT01
61453 44 IINF04
61454 99 MAT01
61455 59 FIS01
61456 58 INF01
61457 78 MAT01
61458 35 IINF04
61459 19 FIS01
61460 89 IINF04
61461 49 CHIM02
61462 74 MED18
61463 23 BIO10
61464 55 IINF05
61465 91 FIS01
61466 87 INGIND35
61467 51 CHIM02
61468 17 AGR03
61469 25 FIS01
61470 74 MED18
61471 86 FIS01
61472 56 FIS01
61473 33 AGR03
61474 91 MED18
61475 92 BIO10
61476 7 IINF05
61477 60 BIO10
61478 80 INGIND35
61479 21 MED18
61480 76 INF01
61481 76 IINF05
61482 98 AGR03
61483 52 CHIM02
61484 8 INF01
61485 97 INGIND35
61486 32 AGR03
61487 5 INF01
61488 65 MAT01
61489 67 IINF04
61490 6 CHIM02
61491 79 MED18
61492 74 AGR03
61493 68 IINF04
61494 22 INGIND35
61495 47 AGR03
61496 38 INF01
61497 97 IINF04
61498 79 INF01
61499 49 MAT01
61500 77 IINF05
61501 49 MED18
61502 79 IINF04
61503 20 AGR03
61504 5 AGR03
61505 92 INGIND35
61506 65 CHIM02
61507 35 MAT01
61508 5 INGIND35
61509 80 FIS01
61510 78 FIS01
61511 21 MED18
61512 85 AGR03
61513 34 INF01
61514 54 BIO10
61515 5 BIO10
61516 43 INGIND35
61517 39 INF01
61518 21 IINF05
61519 95 FIS01
61520 64 MED18
61521 58 AGR03
61522 29 FIS01
61523 68 AGR03
61524 68 FIS01
61525 53 AGR03
61526 35 INGIND35
61527 89 FIS01
61528 23 IINF05
61529 65 BIO10
61530 87 IINF05
61531 96 BIO10
61532 3 CHIM02
61533 53 AGR03
61534 20 FIS01
61535 75 AGR03
61536 96 MED18
61537 99 AGR03
61538 26 BIO10
61539 36 IINF05
61540 49 INF01
61541 100 AGR03
61542 75 IINF05
61543 45 FIS01
61544 3 INGIND35
61545 1 FIS01
61546 36 BIO10
61547 73 INGIND35
61548 29 INF01
61549 20 AGR03
61550 54 INF01
61551 70 MAT01
61552 78 IINF05
61553 42 BIO10
61554 18 BIO10
61555 33 CHIM02
61556 99 INGIND35
61557 15 IINF04
61558 46 MED18
61559 69 BIO10
61560 67 MED18
61561 25 BIO10
61562 14 BIO10
61563 72 CHIM02
61564 79 IINF05
61565 75 BIO10
61566 72 CHIM02
61567 37 MED18
61568 77 BIO10
61569 55 INGIND35
61570 72 AGR03
61571 8 MED18
61572 92 FIS01
61573 44 IINF05
61574 2 CHIM02
61575 22 IINF05
61576 13 IINF04
61577 74 MED18
61578 62 INF01
61579 33 MAT01
61580 42 AGR03
61581 67 MED18
61582 16 MAT01
61583 66 INF01
61584 73 MAT01
61585 13 INF01
61586 75 MED18
61587 72 FIS01
61588 33 INF01
61589 28 AGR03
61590 40 MED18
61591 42 MED18
61592 26 CHIM02
61593 51 INF01
61594 36 INGIND35
61595 81 INF01
61596 27 FIS01
61597 4 CHIM02
61598 76 CHIM02
61599 10 AGR03
61600 32 FIS01
61601 12 MED18
61602 51 CHIM02
61603 72 AGR03
61604 30 FIS01
61605 94 MAT01
61606 80 FIS01
61607 47 FIS01
61608 98 MED18
61609 57 MED18
61610 67 MAT01
61611 57 IINF04
61612 83 INGIND35
61613 33 INGIND35
61614 82 MAT01
61615 59 IINF05
61616 48 IINF04
61617 51 IINF05
61618 30 INF01
61619 97 MAT01
61620 83 CHIM02
61621 80 INF01
61622 25 AGR03
61623 8 MED18
61624 27 IINF05
61625 61 INGIND35
61626 3 FIS01
61627 55 CHIM02
61628 27 IINF04
61629 63 BIO10
61630 95 IINF05
61631 56 INF01
61632 21 CHIM02
61633 16 MED18
61634 54 CHIM02
61635 21 INGIND35
61636 96 BIO10
61637 82 INGIND35
61638 13 INGIND35
61639 32 INF01
61640 2 CHIM02
61641 80 MAT01
61642 65 MAT01
61643 38 BIO10
61644 41 FIS01
61645 32 IINF04
61646 24 IINF04
61647 4 BIO10
61648 29 MAT01
61649 16 MED18
61650 8 MED18
61651 63 CHIM02
61652 35 MED18
61653 41 INGIND35
61654 77 BIO10
61655 39 INF01
61656 59 MAT01
61657 90 FIS01
61658 100 FIS01
61659 69 INF01
61660 72 INF01
61661 67 IINF04
61662 60 INGIND35
61663 66 MAT01
61664 98 FIS01
61665 19 INGIND35
61666 87 INF01
61667 21 CHIM02
61668 35 FIS01
61669 89 BIO10
61670 29 INF01
61671 37 INF01
61672 20 INF01
61673 82 FIS01
61674 21 BIO10
61675 71 CHIM02
61676 26 IINF05
61677 80 AGR03
61678 83 FIS01
61679 83 FIS01
61680 44 FIS01
61681 22 IINF05
61682 23 BIO10
61683 57 BIO10
61684 24 IINF05
61685 92 MED18
61686 24 BIO10
61687 67 INF01
61688 40 INF01
61689 20 FIS01
61690 6 MAT01
61691 31 BIO10
61692 13 BIO10
61693 28 FIS01
61694 97 MED18
61695 53 AGR03
61696 91 MED18
61697 54 INF01
61698 86 FIS01
61699 11 IINF05
61700 50 MED18
61701 100 IINF05
61702 89 MAT01
61703 31 MED18
61704 89 BIO10
61705 43 FIS01
61706 16 BIO10
61707 4 FIS01
61708 43 CHIM02
61709 98 FIS01
61710 83 IINF04
61711 45 INF01
61712 96 IINF05
61713 32 INGIND35
61714 68 INGIND35
61715 80 FIS01
61716 87 IINF05
61717 95 MAT01
61718 8 MAT01
61719 17 AGR03
61720 48 INGIND35
61721 26 INF01
61722 8 MAT01
61723 31 IINF04
61724 14 CHIM02
61725 76 MAT01
61726 67 FIS01
61727 91 INGIND35
61728 49 AGR03
61729 56 CHIM02
61730 71 INGIND35
61731 85 FIS01
61732 37 IINF04
61733 87 AGR03
61734 6 AGR03
61735 14 BIO10
61736 50 IINF04
61737 95 FIS01
61738 20 AGR03
61739 33 AGR03
61740 99 CHIM02
61741 98 INF01
61742 26 IINF04
61743 85 INGIND35
61744 17 BIO10
61745 24 BIO10
61746 17 INF01
61747 31 AGR03
61748 87 CHIM02
61749 91 INF01
61750 6 CHIM02
61751 13 INF01
61752 32 AGR03
61753 99 IINF05
61754 95 IINF05
61755 53 BIO10
61756 56 BIO10
61757 17 MAT01
61758 6 IINF05
61759 1 IINF04
61760 48 INGIND35
61761 29 IINF05
61762 71 MAT01
61763 89 INF01
61764 17 INF01
61765 17 FIS01
61766 36 IINF04
61767 66 INGIND35
61768 87 MAT01
61769 67 INF01
61770 100 CHIM02
61771 64 AGR03
61772 45 INGIND35
61773 41 INGIND35
61774 39 FIS01
61775 87 IINF04
61776 1 INGIND35
61777 33 MAT01
61778 66 IINF04
61779 98 MAT01
61780 65 CHIM02
61781 81 INF01
61782 15 IINF04
61783 98 MED18
61784 58 IINF05
61785 87 AGR03
61786 22 IINF05
61787 46 MED18
61788 56 AGR03
61789 39 MAT01
61790 66 BIO10
61791 66 FIS01
61792 84 IINF04
61793 60 FIS01
61794 22 AGR03
61795 73 MAT01
61796 81 IINF05
61797 55 CHIM02
61798 57 MAT01
61799 18 CHIM02
61800 19 MED18
61801 79 BIO10
61802 64 FIS01
61803 70 IINF04
61804 65 IINF05
61805 91 FIS01
61806 49 IINF04
61807 39 CHIM02
61808 69 IINF05
61809 67 BIO10
61810 55 IINF04
61811 45 IINF04
61812 74 MED18
61813 6 AGR03
61814 62 AGR03
61815 77 IINF04
61816 100 CHIM02
61817 20 INF01
61818 46 MAT01
61819 85 BIO10
61820 44 IINF04
61821 17 INGIND35
61822 66 INGIND35
61823 34 MAT01
61824 52 IINF05
61825 50 INF01
61826 44 INF01
61827 67 CHIM02
61828 44 FIS01
61829 76 INF01
61830 96 AGR03
61831 79 MAT01
61832 79 CHIM02
61833 5 INF01
61834 96 MED18
61835 62 INF01
61836 60 IINF05
61837 89 INGIND35
61838 44 INGIND35
61839 66 MAT01
61840 82 IINF05
61841 69 INGIND35
61842 6 CHIM02
61843 36 INF01
61844 37 AGR03
61845 31 IINF05
61846 21 MED18
61847 87 MED18
61848 77 AGR03
61849 11 AGR03
61850 53 INF01
61851 18 INF01
61852 62 MAT01
61853 33 FIS01
61854 47 CHIM02
61855 50 AGR03
61856 50 BIO10
61857 94 MAT01
61858 79 INGIND35
61859 46 INF01
61860 8 CHIM02
61861 43 INF01
61862 20 IINF05
61863 45 AGR03
61864 85 IINF05
61865 90 INGIND35
61866 27 IINF04
61867 24 CHIM02
61868 98 IINF05
61869 34 IINF05
61870 11 CHIM02
61871 23 INGIND35
61872 88 CHIM02
61873 64 INGIND35
61874 18 IINF05
61875 65 MAT01
61876 44 MED18
61877 8 CHIM02
61878 45 AGR03
61879 89 FIS01
61880 23 AGR03
61881 53 FIS01
61882 3 MAT01
61883 54 CHIM02
61884 11 FIS01
61885 12 FIS01
61886 31 INGIND35
61887 62 BIO10
61888 57 FIS01
61889 26 MED18
61890 100 INGIND35
61891 69 IINF04
61892 40 IINF05
61893 44 AGR03
61894 57 MED18
61895 17 FIS01
61896 97 MAT01
61897 33 MAT01
61898 96 AGR03
61899 68 MED18
61900 29 MAT01
61901 14 MED18
61902 66 MED18
61903 4 INGIND35
61904 55 BIO10
61905 23 BIO10
61906 23 CHIM02
61907 13 IINF05
61908 78 INGIND35
61909 14 INF01
61910 69 IINF05
61911 75 CHIM02
61912 35 FIS01
61913 1 MED18
61914 66 FIS01
61915 79 FIS01
61916 13 FIS01
61917 92 IINF04
61918 66 AGR03
61919 80 INF01
61920 70 INGIND35
61921 23 IINF05
61922 65 MED18
61923 51 BIO10
61924 91 BIO10
61925 12 INF01
61926 87 MED18
61927 55 MAT01
61928 69 MAT01
61929 9 INF01
61930 10 IINF05
61931 99 FIS01
61932 65 MED18
61933 51 FIS01
61934 87 FIS01
61935 72 BIO10
61936 56 INGIND35
61937 84 IINF04
61938 89 IINF05
61939 17 IINF04
61940 81 MED18
61941 9 MED18
61942 99 MAT01
61943 63 AGR03
61944 66 BIO10
61945 47 CHIM02
61946 83 MAT01
61947 8 FIS01
61948 89 CHIM02
61949 60 INF01
61950 85 INGIND35
61951 22 INF01
61952 43 INGIND35
61953 71 BIO10
61954 37 MAT01
61955 34 INF01
61956 60 FIS01
61957 79 INGIND35
61958 15 CHIM02
61959 48 AGR03
61960 3 IINF04
61961 75 CHIM02
61962 28 MAT01
61963 28 FIS01
61964 27 FIS01
61965 37 AGR03
61966 33 CHIM02
61967 96 IINF05
61968 92 CHIM02
61969 63 CHIM02
61970 36 CHIM02
61971 39 IINF05
61972 9 FIS01
61973 33 BIO10
61974 39 AGR03
61975 37 MED18
61976 10 AGR03
61977 93 MED18
61978 11 MAT01
61979 49 MAT01
61980 67 INF01
61981 28 IINF05
61982 78 BIO10
61983 28 MAT01
61984 36 FIS01
61985 49 FIS01
61986 73 INF01
61987 68 INF01
61988 72 IINF05
61989 100 INF01
61990 74 BIO10
61991 76 INGIND35
61992 31 INGIND35
61993 67 FIS01
61994 20 MAT01
61995 13 INGIND35
61996 100 BIO10
61997 63 BIO10
61998 18 FIS01
61999 82 INF01
62000 4 MED18
62001 55 AGR03
62002 66 INGIND35
62003 61 INF01
62004 2 MAT01
62005 17 IINF05
62006 65 IINF04
62007 41 INF01
62008 15 INF01
62009 42 MED18
62010 81 MED18
62011 44 IINF05
62012 85 FIS01
62013 73 INF01
62014 47 AGR03
62015 63 IINF05
62016 30 INGIND35
62017 59 IINF04
62018 64 MED18
62019 1 FIS01
62020 21 IINF05
62021 33 IINF04
62022 19 IINF04
62023 15 BIO10
62024 82 INF01
62025 40 MED18
62026 58 IINF05
62027 82 MAT01
62028 22 INF01
62029 12 BIO10
62030 16 MED18
62031 65 IINF04
62032 48 IINF05
62033 38 MAT01
62034 88 CHIM02
62035 59 AGR03
62036 85 CHIM02
62037 25 IINF04
62038 58 CHIM02
62039 63 BIO10
62040 67 INF01
62041 27 FIS01
62042 28 INGIND35
62043 93 IINF04
62044 74 CHIM02
62045 67 INGIND35
62046 2 INF01
62047 14 INGIND35
62048 5 AGR03
62049 73 CHIM02
62050 47 BIO10
62051 1 FIS01
62052 85 BIO10
62053 59 MED18
62054 28 INF01
62055 5 MED18
62056 24 FIS01
62057 22 IINF05
62058 74 MED18
62059 17 IINF04
62060 59 CHIM02
62061 41 MAT01
62062 14 MED18
62063 79 IINF05
62064 92 BIO10
62065 75 IINF05
62066 49 MAT01
62067 64 IINF05
62068 18 AGR03
62069 8 MAT01
62070 56 IINF05
62071 25 CHIM02
62072 59 FIS01
62073 40 MAT01
62074 18 IINF04
62075 18 IINF05
62076 53 AGR03
62077 9 IINF04
62078 60 FIS01
62079 46 BIO10
62080 30 IINF05
62081 88 MED18
62082 72 FIS01
62083 51 AGR03
62084 16 MAT01
62085 64 CHIM02
62086 52 IINF05
62087 47 MAT01
62088 90 FIS01
62089 54 IINF05
62090 82 FIS01
62091 79 AGR03
62092 90 AGR03
62093 37 IINF05
62094 21 IINF05
62095 75 IINF05
62096 2 BIO10
62097 94 IINF04
62098 63 AGR03
62099 82 MED18
62100 97 MAT01
62101 60 IINF04
62102 74 MED18
62103 90 INF01
62104 65 MED18
62105 68 INF01
62106 36 IINF05
62107 7 IINF05
62108 24 IINF04
62109 1 INF01
62110 29 IINF04
62111 61 FIS01
62112 60 FIS01
62113 49 AGR03
62114 19 IINF04
62115 65 IINF05
62116 84 INF01
62117 38 MED18
62118 18 INGIND35
62119 9 FIS01
62120 91 INGIND35
62121 72 MED18
62122 83 MAT01
62123 53 MAT01
62124 49 AGR03
62125 78 MAT01
62126 30 INGIND35
62127 93 MED18
62128 70 INGIND35
62129 38 MAT01
62130 55 MAT01
62131 64 IINF04
62132 58 CHIM02
62133 74 MED18
62134 9 FIS01
62135 58 INGIND35
62136 88 INGIND35
62137 98 MAT01
62138 11 AGR03
62139 34 INGIND35
62140 61 BIO10
62141 45 INF01
62142 77 IINF04
62143 17 IINF05
62144 52 INGIND35
62145 24 MAT01
62146 44 IINF05
62147 67 IINF05
62148 21 INGIND35
62149 67 FIS01
62150 90 INGIND35
62151 73 FIS01
62152 98 MAT01
62153 8 INGIND35
62154 22 IINF05
62155 2 IINF04
62156 69 MAT01
62157 94 MED18
62158 19 BIO10
62159 94 INF01
62160 99 FIS01
62161 10 FIS01
62162 28 FIS01
62163 49 MED18
62164 58 INF01
62165 24 BIO10
62166 59 CHIM02
62167 89 IINF05
62168 60 MED18
62169 50 MED18
62170 71 INF01
62171 12 IINF04
62172 34 IINF05
62173 39 MAT01
62174 49 IINF05
62175 72 IINF04
62176 60 FIS01
62177 28 INGIND35
62178 24 CHIM02
62179 83 MAT01
62180 44 CHIM02
62181 6 AGR03
62182 79 IINF05
62183 74 IINF04
62184 6 CHIM02
62185 75 MAT01
62186 45 AGR03
62187 80 MED18
62188 34 IINF04
62189 9 AGR03
62190 13 MAT01
62191 21 CHIM02
62192 56 MED18
62193 63 CHIM02
62194 3 CHIM02
62195 86 BIO10
62196 40 IINF04
62197 27 INGIND35
62198 66 FIS01
62199 15 MAT01
62200 64 INGIND35
62201 26 FIS01
62202 73 FIS01
62203 49 BIO10
62204 81 INGIND35
62205 33 FIS01
62206 67 INGIND35
62207 48 IINF04
62208 14 FIS01
62209 41 AGR03
62210 4 INGIND35
62211 2 MAT01
62212 63 INF01
62213 30 MED18
62214 64 INF01
62215 5 IINF04
62216 10 MED18
62217 97 BIO10
62218 22 CHIM02
62219 12 FIS01
62220 41 MAT01
62221 42 FIS01
62222 67 BIO10
62223 36 CHIM02
62224 61 FIS01
62225 31 IINF05
62226 56 IINF04
62227 67 BIO10
62228 58 IINF04
62229 77 IINF05
62230 83 INGIND35
62231 14 INGIND35
62232 51 MED18
62233 88 INF01
62234 21 CHIM02
62235 24 IINF04
62236 65 IINF04
62237 56 INGIND35
62238 45 INGIND35
62239 7 MED18
62240 49 IINF05
62241 61 INF01
62242 94 CHIM02
62243 60 MED18
62244 19 INF01
62245 43 INF01
62246 87 INGIND35
62247 9 IINF04
62248 75 MAT01
62249 13 CHIM02
62250 84 INGIND35
62251 35 CHIM02
62252 78 IINF05
62253 85 MAT01
62254 10 AGR03
62255 23 BIO10
62256 79 AGR03
62257 14 MAT01
62258 36 AGR03
62259 71 FIS01
62260 62 INGIND35
62261 33 AGR03
62262 80 AGR03
62263 40 MED18
62264 36 IINF04
62265 4 CHIM02
62266 78 INGIND35
62267 60 FIS01
62268 81 IINF05
62269 97 INGIND35
62270 54 CHIM02
62271 41 INF01
62272 92 AGR03
62273 21 AGR03
62274 88 INGIND35
62275 92 CHIM02
62276 52 INGIND35
62277 67 IINF04
62278 88 FIS01
62279 67 INF01
62280 56 INF01
62281 33 MAT01
