2000 IINF05 30
14059 52 MAT01
14060 93 MAT01
14061 11 CHIM02
14062 70 INF01
14063 48 AGR03
14064 60 INF01
14065 78 IINF05
14066 66 FIS01
14067 19 BIO10
14068 30 INGIND35
14069 94 AGR03
14070 35 FIS01
14071 45 INF01
14072 43 INGIND35
14073 69 FIS01
14074 82 IINF05
14075 98 IINF05
14076 74 IINF05
14077 28 IINF04
14078 8 INF01
14079 13 INF01
14080 98 MAT01
14081 79 IINF05
14082 37 MAT01
14083 75 INF01
14084 15 BIO10
14085 75 IINF04
14086 10 CHIM02
14087 38 INF01
14088 68 AGR03
14089 64 MED18
14090 60 IINF04
14091 80 IINF05
14092 16 IINF04
14093 31 CHIM02
14094 22 INGIND35
14095 13 IINF05
14096 1 MAT01
14097 88 INGIND35
14098 18 MAT01
14099 54 MED18
14100 30 MAT01
14101 51 IINF04
14102 99 INGIND35
14103 69 INF01
14104 15 CHIM02
14105 33 FIS01
14106 10 INGIND35
14107 82 CHIM02
14108 33 IINF05
14109 37 CHIM02
14110 68 IINF04
14111 80 AGR03
14112 6 IINF04
14113 40 IINF05
14114 14 IINF04
14115 27 INF01
14116 62 BIO10
14117 84 INF01
14118 96 MED18
14119 32 BIO10
14120 63 INGIND35
14121 75 MAT01
14122 37 MED18
14123 79 MAT01
14124 90 CHIM02
14125 10 AGR03
14126 64 AGR03
14127 76 AGR03
14128 8 BIO10
14129 57 MAT01
14130 50 BIO10
14131 4 IINF04
14132 59 IINF05
14133 77 AGR03
14134 57 AGR03
14135 49 IINF04
14136 34 BIO10
14137 99 MAT01
14138 11 MED18
14139 58 BIO10
14140 91 MAT01
14141 28 IINF05
14142 50 BIO10
14143 50 IINF05
14144 17 MAT01
14145 77 CHIM02
14146 48 BIO10
14147 89 FIS01
14148 99 AGR03
14149 62 BIO10
14150 24 CHIM02
14151 86 BIO10
14152 64 MED18
14153 31 CHIM02
14154 25 AGR03
14155 47 INGIND35
14156 3 BIO10
14157 60 BIO10
14158 38 INF01
14159 68 BIO10
14160 60 MED18
14161 11 MED18
14162 30 MAT01
14163 79 MED18
14164 50 BIO10
14165 75 FIS01
14166 21 FIS01
14167 43 INF01
14168 12 INF01
14169 24 MAT01
14170 91 CHIM02
14171 77 CHIM02
14172 54 INF01
14173 80 FIS01
14174 73 MAT01
14175 42 BIO10
14176 90 IINF04
14177 61 BIO10
14178 85 IINF05
14179 67 FIS01
14180 23 IINF04
14181 79 IINF05
14182 24 INGIND35
14183 73 BIO10
14184 31 BIO10
14185 16 IINF04
14186 73 IINF04
14187 27 IINF04
14188 87 FIS01
14189 72 MAT01
14190 19 IINF05
14191 39 MAT01
14192 34 AGR03
14193 38 INF01
14194 59 MAT01
14195 5 IINF04
14196 17 MED18
14197 28 INF01
14198 54 INGIND35
14199 93 FIS01
14200 99 MED18
14201 4 IINF04
14202 11 AGR03
14203 93 INF01
14204 70 BIO10
14205 26 MAT01
14206 63 IINF04
14207 3 AGR03
14208 78 IINF04
14209 10 FIS01
14210 18 FIS01
14211 99 MED18
14212 8 MAT01
14213 76 MAT01
14214 9 MED18
14215 85 FIS01
14216 17 IINF04
14217 26 MED18
14218 50 CHIM02
14219 8 IINF05
14220 54 MAT01
14221 13 MED18
14222 46 IINF05
14223 60 AGR03
14224 15 MAT01
14225 5 FIS01
14226 3 CHIM02
14227 19 MED18
14228 76 INGIND35
14229 44 MED18
14230 79 INF01
14231 94 CHIM02
14232 65 IINF04
14233 12 INGIND35
14234 19 FIS01
14235 52 CHIM02
14236 46 INGIND35
14237 33 MAT01
14238 92 INGIND35
14239 85 CHIM02
14240 61 IINF05
14241 96 INGIND35
14242 61 CHIM02
14243 87 INF01
14244 42 INGIND35
14245 73 IINF05
14246 56 BIO10
14247 4 AGR03
14248 43 INF01
14249 70 BIO10
14250 71 CHIM02
14251 76 INF01
14252 26 INGIND35
14253 33 MED18
14254 64 AGR03
14255 37 FIS01
14256 71 IINF05
14257 80 IINF04
14258 34 BIO10
14259 93 BIO10
14260 80 AGR03
14261 81 CHIM02
14262 54 CHIM02
14263 85 AGR03
14264 96 MED18
14265 81 IINF05
14266 38 INF01
14267 14 CHIM02
14268 34 IINF04
14269 4 IINF04
14270 51 FIS01
14271 35 INGIND35
14272 84 MED18
14273 7 IINF04
14274 37 INGIND35
14275 42 AGR03
14276 25 IINF04
14277 67 MAT01
14278 56 AGR03
14279 81 INF01
14280 69 CHIM02
14281 54 MED18
14282 72 MED18
14283 91 AGR03
14284 35 FIS01
14285 52 INGIND35
14286 52 MAT01
14287 66 IINF05
14288 68 IINF05
14289 27 BIO10
14290 54 INGIND35
14291 100 CHIM02
14292 89 INF01
14293 37 CHIM02
14294 95 INF01
14295 98 AGR03
14296 99 CHIM02
14297 25 CHIM02
14298 35 BIO10
14299 73 AGR03
14300 31 BIO10
14301 88 BIO10
14302 17 MAT01
14303 95 MED18
14304 67 FIS01
14305 79 BIO10
14306 81 INGIND35
14307 82 CHIM02
14308 42 IINF04
14309 46 AGR03
14310 17 IINF05
14311 1 CHIM02
14312 13 INGIND35
14313 41 IINF05
14314 20 FIS01
14315 15 FIS01
14316 3 IINF05
14317 100 MAT01
14318 25 BIO10
14319 69 IINF04
14320 34 IINF04
14321 33 INF01
14322 14 MED18
14323 10 IINF05
14324 54 FIS01
14325 85 FIS01
14326 38 INF01
14327 66 IINF05
14328 90 IINF04
14329 28 CHIM02
14330 15 IINF04
14331 48 IINF04
14332 81 MAT01
14333 41 INGIND35
14334 87 MED18
14335 45 IINF04
14336 35 FIS01
14337 50 IINF04
14338 1 INF01
14339 42 MAT01
14340 55 IINF04
14341 5 BIO10
14342 28 MED18
14343 45 IINF05
14344 24 IINF05
14345 18 MAT01
14346 2 INGIND35
14347 73 CHIM02
14348 64 CHIM02
14349 66 BIO10
14350 31 CHIM02
14351 93 CHIM02
14352 89 MAT01
14353 59 INF01
14354 39 IINF04
14355 83 IINF04
14356 66 IINF05
14357 55 INGIND35
14358 42 INGIND35
14359 2 BIO10
14360 19 INF01
14361 83 MED18
14362 97 AGR03
14363 61 FIS01
14364 52 INGIND35
14365 72 MAT01
14366 46 IINF04
14367 65 BIO10
14368 85 MED18
14369 8 CHIM02
14370 51 INGIND35
14371 7 IINF04
14372 38 BIO10
14373 3 CHIM02
14374 3 FIS01
14375 28 IINF04
14376 9 BIO10
14377 66 BIO10
14378 87 IINF04
14379 38 MAT01
14380 88 INF01
14381 64 INF01
14382 74 INGIND35
14383 19 AGR03
14384 37 FIS01
14385 75 FIS01
14386 65 CHIM02
14387 22 IINF05
14388 93 INGIND35
14389 35 CHIM02
14390 25 INGIND35
14391 16 MAT01
14392 30 INF01
14393 15 AGR03
14394 37 BIO10
14395 54 IINF05
14396 39 IINF04
14397 16 INF01
14398 51 FIS01
14399 92 MED18
14400 74 FIS01
14401 79 INGIND35
14402 26 FIS01
14403 43 CHIM02
14404 7 INGIND35
14405 68 AGR03
14406 76 MED18
14407 18 BIO10
14408 79 FIS01
14409 85 IINF04
14410 33 AGR03
14411 83 INGIND35
14412 15 AGR03
14413 60 FIS01
14414 58 AGR03
14415 89 INGIND35
14416 35 AGR03
14417 49 INGIND35
14418 2 BIO10
14419 75 INF01
14420 52 BIO10
14421 15 IINF05
14422 75 IINF05
14423 81 IINF04
14424 24 MAT01
14425 59 IINF04
14426 28 CHIM02
14427 76 INF01
14428 4 FIS01
14429 72 MED18
14430 56 INGIND35
14431 45 IINF05
14432 8 INF01
14433 99 CHIM02
14434 76 INGIND35
14435 1 INF01
14436 59 FIS01
14437 27 FIS01
14438 13 INGIND35
14439 11 INF01
14440 58 FIS01
14441 25 CHIM02
14442 43 MED18
14443 5 BIO10
14444 74 INGIND35
14445 40 IINF05
14446 72 IINF04
14447 16 IINF04
14448 44 MED18
14449 39 FIS01
14450 78 MAT01
14451 56 BIO10
14452 25 INF01
14453 34 IINF05
14454 80 AGR03
14455 78 INF01
14456 8 INGIND35
14457 58 CHIM02
14458 86 BIO10
14459 25 CHIM02
14460 88 MAT01
14461 67 IINF04
14462 87 IINF05
14463 87 INGIND35
14464 56 CHIM02
14465 5 FIS01
14466 14 MAT01
14467 4 BIO10
14468 67 AGR03
14469 59 MAT01
14470 6 IINF05
14471 48 MED18
14472 71 CHIM02
14473 98 INF01
14474 24 INGIND35
14475 84 AGR03
14476 28 BIO10
14477 34 BIO10
14478 62 CHIM02
14479 6 AGR03
14480 52 BIO10
14481 45 CHIM02
14482 48 CHIM02
14483 51 INGIND35
14484 38 AGR03
14485 2 FIS01
14486 14 MAT01
14487 67 MAT01
14488 2 IINF04
14489 17 IINF04
14490 97 IINF04
14491 75 FIS01
14492 13 BIO10
14493 97 IINF05
14494 34 MED18
14495 9 AGR03
14496 99 INF01
14497 46 INF01
14498 38 MAT01
14499 68 AGR03
14500 82 BIO10
14501 84 MED18
14502 81 AGR03
14503 32 IINF05
14504 65 MAT01
14505 41 FIS01
14506 33 IINF05
14507 81 MED18
14508 83 BIO10
14509 49 INF01
14510 25 MAT01
14511 48 INGIND35
14512 17 MAT01
14513 10 MED18
14514 88 INGIND35
14515 53 BIO10
14516 81 BIO10
14517 26 MED18
14518 34 IINF05
14519 69 BIO10
14520 32 CHIM02
14521 92 IINF04
14522 82 MED18
14523 26 INGIND35
14524 20 AGR03
14525 59 INF01
14526 11 MAT01
14527 16 IINF05
14528 20 MAT01
14529 62 INGIND35
14530 28 FIS01
14531 33 INGIND35
14532 58 INF01
14533 39 CHIM02
14534 94 IINF04
14535 45 AGR03
14536 29 INGIND35
14537 59 AGR03
14538 30 INF01
14539 13 INF01
14540 25 INGIND35
14541 79 CHIM02
14542 67 CHIM02
14543 96 CHIM02
14544 19 CHIM02
14545 32 FIS01
14546 39 IINF04
14547 33 IINF04
14548 100 CHIM02
14549 88 FIS01
14550 53 INGIND35
14551 37 INGIND35
14552 99 IINF05
14553 89 INGIND35
14554 6 BIO10
14555 48 AGR03
14556 38 IINF05
14557 8 FIS01
14558 64 MED18
14559 1 IINF04
14560 8 INGIND35
14561 69 BIO10
14562 2 INF01
14563 35 IINF04
14564 1 MAT01
14565 97 IINF05
14566 32 IINF05
14567 37 INF01
14568 23 AGR03
14569 75 INF01
14570 9 INGIND35
14571 70 INF01
14572 39 FIS01
14573 84 MED18
14574 10 AGR03
14575 17 MED18
14576 53 IINF04
14577 6 INGIND35
14578 76 IINF04
14579 16 INF01
14580 88 MED18
14581 99 AGR03
14582 85 MED18
14583 68 AGR03
14584 90 IINF04
14585 26 BIO10
14586 13 IINF04
14587 63 CHIM02
14588 98 FIS01
14589 44 IINF05
14590 96 IINF05
14591 74 BIO10
14592 24 INGIND35
14593 84 MED18
14594 36 CHIM02
14595 69 BIO10
14596 50 INGIND35
14597 95 BIO10
14598 85 AGR03
14599 90 IINF04
14600 55 INF01
14601 58 FIS01
14602 96 BIO10
14603 75 AGR03
14604 8 MED18
14605 7 INGIND35
14606 98 BIO10
14607 83 MAT01
14608 88 INGIND35
14609 37 AGR03
14610 48 FIS01
14611 55 IINF05
14612 91 MAT01
14613 36 INGIND35
14614 30 IINF04
14615 11 MED18
14616 48 INF01
14617 54 IINF04
14618 43 FIS01
14619 37 AGR03
14620 39 FIS01
14621 13 MED18
14622 13 INGIND35
14623 33 INF01
14624 63 AGR03
14625 99 MAT01
14626 12 IINF05
14627 94 CHIM02
14628 92 MAT01
14629 6 INF01
14630 5 IINF04
14631 11 FIS01
14632 79 IINF04
14633 68 CHIM02
14634 10 MAT01
14635 13 MED18
14636 83 CHIM02
14637 16 INF01
14638 20 MAT01
14639 68 AGR03
14640 98 IINF05
14641 86 INF01
14642 38 INF01
14643 81 MED18
14644 8 IINF05
14645 38 MAT01
14646 28 CHIM02
14647 54 INGIND35
14648 82 INF01
14649 29 CHIM02
14650 38 AGR03
14651 81 AGR03
14652 79 MAT01
14653 19 IINF04
14654 93 AGR03
14655 84 MED18
14656 27 FIS01
14657 57 FIS01
14658 24 INGIND35
14659 4 FIS01
14660 12 MED18
14661 19 MAT01
14662 6 MED18
14663 75 BIO10
14664 94 AGR03
14665 22 IINF04
14666 44 AGR03
14667 22 INGIND35
14668 12 CHIM02
14669 24 INGIND35
14670 76 INGIND35
14671 70 INGIND35
14672 15 AGR03
14673 66 INF01
14674 81 INF01
14675 18 FIS01
14676 24 INF01
14677 79 IINF04
14678 97 IINF05
14679 44 AGR03
14680 46 MED18
14681 49 CHIM02
14682 34 MED18
14683 55 MED18
14684 93 AGR03
14685 37 IINF05
14686 93 MED18
14687 34 AGR03
14688 5 FIS01
14689 76 IINF04
14690 30 FIS01
14691 61 MED18
14692 82 AGR03
14693 92 FIS01
14694 13 IINF05
14695 71 FIS01
14696 79 CHIM02
14697 24 FIS01
14698 85 IINF04
14699 4 IINF04
14700 63 CHIM02
14701 59 MAT01
14702 63 MAT01
14703 50 FIS01
14704 15 FIS01
14705 44 INGIND35
14706 27 AGR03
14707 77 MAT01
14708 16 MED18
14709 23 BIO10
14710 9 IINF05
14711 63 INF01
14712 57 IINF04
14713 57 INGIND35
14714 42 INF01
14715 86 INGIND35
14716 75 INF01
14717 57 MAT01
14718 41 INF01
14719 60 INF01
14720 7 MAT01
14721 66 IINF04
14722 14 INF01
14723 85 FIS01
14724 2 INF01
14725 38 INGIND35
14726 77 FIS01
14727 72 IINF04
14728 11 FIS01
14729 54 IINF04
14730 7 FIS01
14731 18 IINF05
14732 76 FIS01
14733 82 MED18
14734 83 FIS01
14735 82 IINF04
14736 47 BIO10
14737 70 INF01
14738 51 BIO10
14739 99 INGIND35
14740 11 INF01
14741 44 MED18
14742 37 INF01
14743 6 IINF04
14744 94 INF01
14745 10 FIS01
14746 72 MAT01
14747 98 INGIND35
14748 29 IINF04
14749 74 INF01
14750 5 FIS01
14751 34 IINF04
14752 52 BIO10
14753 90 INGIND35
14754 87 BIO10
14755 28 IINF05
14756 66 FIS01
14757 95 IINF05
14758 7 MAT01
14759 18 INF01
14760 42 MED18
14761 79 CHIM02
14762 12 MAT01
14763 70 CHIM02
14764 16 MAT01
14765 84 MED18
14766 20 FIS01
14767 15 INF01
14768 9 INGIND35
14769 50 CHIM02
14770 46 MED18
14771 99 CHIM02
14772 20 IINF04
14773 66 INF01
14774 59 IINF05
14775 38 INF01
14776 4 CHIM02
14777 85 CHIM02
14778 53 INF01
14779 30 MED18
14780 95 INF01
14781 12 INF01
14782 89 BIO10
14783 76 AGR03
14784 10 IINF05
14785 26 BIO10
14786 88 MAT01
14787 47 MED18
14788 54 BIO10
14789 44 IINF05
14790 63 BIO10
14791 22 FIS01
14792 67 IINF05
14793 86 CHIM02
14794 94 MED18
14795 58 FIS01
14796 12 IINF05
14797 28 CHIM02
14798 30 INGIND35
14799 94 FIS01
14800 84 MAT01
14801 30 INGIND35
14802 96 MED18
14803 42 MAT01
14804 8 INF01
14805 63 INF01
14806 46 FIS01
14807 15 MAT01
14808 9 IINF05
14809 43 INGIND35
14810 23 BIO10
14811 55 MAT01
14812 60 BIO10
14813 34 FIS01
14814 60 FIS01
14815 51 BIO10
14816 56 BIO10
14817 90 FIS01
14818 18 MED18
14819 2 AGR03
14820 75 IINF04
14821 98 AGR03
14822 6 FIS01
14823 35 MED18
14824 12 MED18
14825 79 AGR03
14826 50 INF01
14827 59 AGR03
14828 15 AGR03
14829 49 BIO10
14830 62 INF01
14831 37 FIS01
14832 65 AGR03
14833 24 INF01
14834 53 IINF05
14835 23 IINF05
14836 7 INF01
14837 46 CHIM02
14838 76 AGR03
14839 61 INF01
14840 78 INF01
14841 86 MAT01
14842 68 INF01
14843 26 MED18
14844 23 FIS01
14845 87 IINF04
14846 67 INGIND35
14847 75 MED18
14848 4 IINF05
14849 43 IINF04
14850 57 MAT01
14851 69 INF01
14852 99 MED18
14853 22 IINF04
14854 4 INGIND35
14855 16 BIO10
14856 37 INGIND35
14857 33 CHIM02
14858 65 INGIND35
14859 62 CHIM02
14860 75 AGR03
14861 7 INGIND35
14862 87 AGR03
14863 15 MAT01
14864 29 CHIM02
14865 49 FIS01
14866 31 MAT01
14867 31 MED18
14868 99 INF01
14869 13 AGR03
14870 76 BIO10
14871 65 MED18
14872 31 AGR03
14873 42 BIO10
14874 94 FIS01
14875 94 IINF05
14876 5 FIS01
14877 73 FIS01
14878 10 AGR03
14879 60 CHIM02
14880 45 INF01
14881 58 MED18
14882 38 INF01
14883 29 INF01
14884 64 CHIM02
14885 45 INGIND35
14886 94 FIS01
14887 55 BIO10
14888 70 IINF04
14889 37 IINF05
14890 39 INGIND35
14891 81 INGIND35
14892 98 CHIM02
14893 93 IINF04
14894 92 MAT01
14895 97 BIO10
14896 82 FIS01
14897 17 BIO10
14898 42 CHIM02
14899 82 FIS01
14900 87 BIO10
14901 52 INF01
14902 66 IINF05
14903 21 INF01
14904 50 FIS01
14905 80 CHIM02
14906 84 INF01
14907 43 INF01
14908 6 INGIND35
14909 17 BIO10
14910 44 FIS01
14911 2 IINF04
14912 81 AGR03
14913 69 IINF05
14914 29 CHIM02
14915 41 FIS01
14916 89 MAT01
14917 52 IINF04
14918 84 AGR03
14919 100 INF01
14920 76 IINF05
14921 46 MED18
14922 17 IINF05
14923 40 MED18
14924 20 INGIND35
14925 96 INF01
14926 92 CHIM02
14927 57 BIO10
14928 22 BIO10
14929 99 BIO10
14930 44 INGIND35
14931 75 FIS01
14932 47 MAT01
14933 29 MED18
14934 51 BIO10
14935 6 INGIND35
14936 68 IINF05
14937 11 CHIM02
14938 80 FIS01
14939 25 CHIM02
14940 26 MED18
14941 1 FIS01
14942 7 CHIM02
14943 91 CHIM02
14944 15 AGR03
14945 81 INGIND35
14946 16 BIO10
14947 12 AGR03
14948 46 IINF05
14949 58 IINF04
14950 90 IINF05
14951 60 FIS01
14952 51 CHIM02
14953 65 AGR03
14954 94 MED18
14955 83 IINF04
14956 20 IINF04
14957 22 MED18
14958 97 MAT01
14959 57 BIO10
14960 61 BIO10
14961 7 CHIM02
14962 88 INGIND35
14963 53 AGR03
14964 39 IINF04
14965 25 AGR03
14966 42 INF01
14967 65 INGIND35
14968 71 MAT01
14969 39 INGIND35
14970 85 MED18
14971 74 CHIM02
14972 94 MED18
14973 14 IINF04
14974 48 FIS01
14975 56 CHIM02
14976 6 INF01
14977 86 CHIM02
14978 93 IINF04
14979 47 INF01
14980 33 MED18
14981 84 CHIM02
14982 81 MAT01
14983 53 INGIND35
14984 69 MED18
14985 36 IINF04
14986 91 BIO10
14987 23 MED18
14988 82 MED18
14989 32 IINF05
14990 50 IINF04
14991 36 AGR03
14992 93 IINF04
14993 97 MAT01
14994 5 INF01
14995 92 INGIND35
14996 74 IINF04
14997 86 MAT01
14998 82 MED18
14999 5 IINF04
15000 56 IINF04
15001 31 BIO10
15002 62 IINF05
15003 45 MED18
15004 87 CHIM02
15005 78 INGIND35
15006 99 IINF05
15007 33 BIO10
15008 31 IINF05
15009 8 IINF04
15010 27 IINF05
15011 44 MAT01
15012 41 FIS01
15013 51 FIS01
15014 42 FIS01
15015 59 IINF04
15016 43 BIO10
15017 39 CHIM02
15018 92 IINF05
15019 31 AGR03
15020 47 FIS01
15021 86 MED18
15022 34 MED18
15023 80 CHIM02
15024 52 CHIM02
15025 86 AGR03
15026 16 INGIND35
15027 75 INF01
15028 97 MAT01
15029 47 MAT01
15030 12 IINF05
15031 74 INF01
15032 60 MED18
15033 41 CHIM02
15034 90 MAT01
15035 42 BIO10
15036 33 FIS01
15037 93 FIS01
15038 28 INF01
15039 60 IINF04
15040 39 MAT01
15041 37 MAT01
15042 10 FIS01
15043 53 IINF04
15044 40 FIS01
15045 43 INGIND35
15046 96 INGIND35
15047 82 INGIND35
15048 62 CHIM02
15049 33 INF01
15050 99 AGR03
15051 28 IINF05
15052 57 CHIM02
15053 1 BIO10
15054 17 FIS01
15055 73 MAT01
15056 30 INF01
15057 61 IINF05
15058 41 BIO10
15059 46 BIO10
15060 54 INF01
15061 44 INGIND35
15062 71 INF01
15063 14 INGIND35
15064 9 INF01
15065 41 BIO10
15066 81 FIS01
15067 70 BIO10
15068 79 MAT01
15069 58 IINF05
15070 99 CHIM02
15071 39 IINF04
15072 58 IINF04
15073 97 INF01
15074 77 CHIM02
15075 33 INF01
15076 89 CHIM02
15077 51 IINF05
15078 3 MAT01
15079 26 INGIND35
15080 81 INGIND35
15081 52 INGIND35
15082 22 BIO10
15083 43 BIO10
15084 81 IINF04
15085 36 IINF04
15086 45 INGIND35
15087 38 MED18
15088 63 IINF04
15089 83 BIO10
15090 72 AGR03
15091 92 IINF04
15092 99 FIS01
15093 4 CHIM02
15094 15 IINF05
15095 16 CHIM02
15096 84 INF01
15097 83 AGR03
15098 40 IINF04
15099 11 INF01
15100 68 IINF05
15101 87 INGIND35
15102 81 MED18
15103 87 BIO10
15104 92 FIS01
15105 30 IINF05
15106 12 AGR03
15107 89 BIO10
15108 21 IINF04
15109 26 AGR03
15110 90 CHIM02
15111 23 INGIND35
15112 77 MED18
15113 79 IINF04
15114 8 INGIND35
15115 80 MAT01
15116 100 INGIND35
15117 17 AGR03
15118 43 INGIND35
15119 82 AGR03
15120 87 CHIM02
15121 65 BIO10
15122 56 MED18
15123 48 IINF04
15124 49 AGR03
15125 37 IINF04
15126 39 IINF04
15127 1 CHIM02
15128 58 FIS01
15129 23 AGR03
15130 49 MAT01
15131 46 AGR03
15132 86 FIS01
15133 1 MAT01
15134 90 IINF04
15135 54 AGR03
15136 81 BIO10
15137 43 MED18
15138 47 MAT01
15139 64 IINF05
15140 94 IINF04
15141 5 MED18
15142 30 IINF04
15143 80 MED18
15144 32 IINF05
15145 90 IINF04
15146 65 IINF04
15147 39 INGIND35
15148 38 BIO10
15149 85 IINF05
15150 3 IINF04
15151 95 CHIM02
15152 40 INF01
15153 74 MED18
15154 49 MED18
15155 46 AGR03
15156 18 MAT01
15157 65 FIS01
15158 22 MED18
15159 14 AGR03
15160 96 IINF04
15161 80 IINF05
15162 80 INGIND35
15163 71 IINF05
15164 81 MED18
15165 93 FIS01
15166 91 MED18
15167 17 INGIND35
15168 3 AGR03
15169 36 CHIM02
15170 2 CHIM02
15171 10 MED18
15172 15 INGIND35
15173 38 AGR03
15174 37 MED18
15175 34 BIO10
15176 48 INGIND35
15177 75 CHIM02
15178 44 INF01
15179 73 AGR03
15180 56 CHIM02
15181 59 IINF05
15182 26 MAT01
15183 4 INF01
15184 64 INF01
15185 2 AGR03
15186 59 BIO10
15187 92 CHIM02
15188 75 IINF04
15189 76 IINF04
15190 2 BIO10
15191 55 BIO10
15192 9 AGR03
15193 90 AGR03
15194 31 INGIND35
15195 27 INGIND35
15196 55 CHIM02
15197 46 INF01
15198 70 AGR03
15199 62 BIO10
15200 58 INGIND35
15201 6 INGIND35
15202 80 INF01
15203 19 IINF05
15204 55 IINF04
15205 18 IINF05
15206 26 AGR03
15207 24 BIO10
15208 63 IINF05
15209 64 IINF05
15210 50 IINF05
15211 66 MAT01
15212 54 INGIND35
