6100 IINF05 6
20308 88 MAT01
20309 15 IINF05
20310 62 MAT01
20311 63 IINF04
20312 10 MAT01
20313 7 BIO10
20314 21 IINF05
20315 99 INGIND35
20316 56 INF01
20317 16 AGR03
20318 46 CHIM02
20319 7 IINF05
20320 94 INGIND35
20321 13 INF01
20322 78 CHIM02
20323 98 INGIND35
20324 31 INGIND35
20325 35 AGR03
20326 100 CHIM02
20327 27 FIS01
20328 98 FIS01
20329 98 MED18
20330 96 AGR03
20331 58 MED18
20332 69 CHIM02
20333 14 MAT01
20334 16 IINF04
20335 12 AGR03
20336 56 MED18
20337 75 CHIM02
20338 9 FIS01
20339 35 BIO10
20340 51 MAT01
20341 66 INF01
20342 2 IINF04
20343 31 INF01
20344 35 MAT01
20345 92 IINF05
20346 42 AGR03
20347 62 INGIND35
20348 6 CHIM02
20349 70 AGR03
20350 46 MED18
20351 63 IINF05
20352 75 IINF05
20353 4 BIO10
20354 85 MED18
20355 42 BIO10
20356 99 FIS01
20357 54 IINF04
20358 81 BIO10
20359 57 INF01
20360 16 BIO10
20361 59 IINF04
20362 31 IINF04
20363 76 INGIND35
20364 15 CHIM02
20365 21 INF01
20366 22 INGIND35
20367 18 IINF04
20368 6 FIS01
20369 11 MAT01
20370 72 BIO10
20371 6 INGIND35
20372 96 AGR03
20373 10 INGIND35
20374 12 MAT01
20375 76 IINF05
20376 25 INGIND35
20377 18 MAT01
20378 6 CHIM02
20379 74 INGIND35
20380 6 MED18
20381 64 IINF04
20382 78 IINF04
20383 37 FIS01
20384 66 INGIND35
20385 10 FIS01
20386 61 AGR03
20387 11 CHIM02
20388 93 AGR03
20389 93 INF01
20390 63 FIS01
20391 65 MED18
20392 24 MED18
20393 60 IINF05
20394 62 MED18
20395 62 FIS01
20396 7 FIS01
20397 85 INF01
20398 30 CHIM02
20399 3 INF01
20400 13 FIS01
20401 95 CHIM02
20402 33 BIO10
20403 35 CHIM02
20404 29 AGR03
20405 69 BIO10
20406 26 IINF04
20407 12 MAT01
20408 11 MAT01
20409 7 INGIND35
20410 71 BIO10
20411 75 IINF05
20412 31 INF01
20413 70 IINF05
20414 63 IINF05
20415 29 BIO10
20416 53 MAT01
20417 10 FIS01
20418 57 IINF04
20419 49 MAT01
20420 77 IINF05
20421 41 IINF04
20422 57 BIO10
20423 25 INGIND35
20424 21 IINF04
20425 35 BIO10
20426 50 BIO10
20427 27 AGR03
20428 34 IINF04
20429 18 AGR03
20430 88 CHIM02
20431 47 CHIM02
20432 56 IINF05
20433 66 IINF04
20434 69 BIO10
20435 12 IINF05
20436 28 BIO10
20437 38 BIO10
20438 24 MAT01
20439 41 AGR03
20440 70 IINF05
20441 59 IINF05
20442 48 IINF04
20443 25 CHIM02
20444 56 AGR03
20445 36 AGR03
20446 35 BIO10
20447 26 INGIND35
20448 100 IINF05
20449 2 AGR03
20450 8 AGR03
20451 20 INGIND35
20452 43 BIO10
20453 27 CHIM02
20454 15 AGR03
20455 62 FIS01
20456 27 AGR03
20457 87 IINF04
20458 73 IINF05
20459 72 IINF05
20460 14 MAT01
20461 11 MED18
20462 53 IINF04
20463 61 INF01
20464 43 MAT01
20465 20 MED18
20466 40 MAT01
20467 32 FIS01
20468 45 IINF05
20469 98 INF01
20470 30 INF01
20471 14 INF01
20472 88 MED18
20473 29 IINF05
20474 16 FIS01
20475 55 FIS01
20476 11 MED18
20477 18 FIS01
20478 8 CHIM02
20479 86 FIS01
20480 22 MED18
20481 56 MED18
20482 3 MAT01
20483 59 INGIND35
20484 6 CHIM02
20485 44 MAT01
20486 64 INGIND35
20487 53 INF01
20488 47 CHIM02
20489 10 CHIM02
20490 94 INGIND35
20491 42 CHIM02
20492 18 FIS01
20493 35 AGR03
20494 89 FIS01
20495 52 FIS01
20496 89 IINF04
20497 71 MAT01
20498 35 AGR03
20499 68 BIO10
20500 8 MED18
20501 29 BIO10
20502 6 CHIM02
20503 93 CHIM02
20504 6 AGR03
20505 66 INF01
20506 8 FIS01
20507 66 MAT01
20508 55 AGR03
20509 65 AGR03
20510 6 FIS01
20511 57 BIO10
20512 86 INGIND35
20513 68 MED18
20514 77 AGR03
20515 87 IINF05
20516 100 AGR03
20517 91 MED18
20518 44 FIS01
20519 2 BIO10
20520 40 BIO10
20521 11 IINF04
20522 63 MED18
20523 80 MED18
20524 52 INGIND35
20525 2 IINF05
20526 30 IINF04
20527 9 CHIM02
20528 69 MED18
20529 47 IINF05
20530 38 IINF04
20531 37 FIS01
20532 28 MAT01
20533 17 FIS01
20534 82 IINF04
20535 43 BIO10
20536 22 AGR03
20537 59 INF01
20538 51 FIS01
20539 91 IINF04
20540 27 MAT01
20541 57 FIS01
20542 18 INGIND35
20543 59 MED18
20544 31 CHIM02
20545 99 INF01
20546 6 AGR03
20547 54 BIO10
20548 7 MED18
20549 98 IINF05
20550 59 IINF05
20551 68 FIS01
20552 15 BIO10
20553 25 INF01
20554 55 BIO10
20555 31 IINF04
20556 14 IINF04
20557 94 FIS01
20558 66 MAT01
20559 96 FIS01
20560 40 MAT01
20561 91 IINF05
20562 20 INGIND35
20563 69 AGR03
20564 21 BIO10
20565 49 MED18
20566 41 INF01
20567 26 AGR03
20568 19 AGR03
20569 82 INF01
20570 21 CHIM02
20571 51 MAT01
20572 38 MAT01
20573 11 FIS01
20574 48 IINF05
20575 42 MAT01
20576 49 BIO10
20577 12 BIO10
20578 35 CHIM02
20579 52 INF01
20580 9 INGIND35
20581 36 IINF05
20582 60 AGR03
20583 40 IINF05
20584 7 BIO10
20585 64 FIS01
20586 50 FIS01
20587 4 INF01
20588 75 BIO10
20589 5 BIO10
20590 3 CHIM02
20591 40 IINF05
20592 13 MAT01
20593 84 FIS01
20594 40 IINF04
20595 43 FIS01
20596 63 FIS01
20597 36 INF01
20598 44 CHIM02
20599 44 BIO10
20600 81 MED18
20601 77 INGIND35
20602 25 MAT01
20603 45 CHIM02
20604 77 INGIND35
20605 93 IINF04
20606 8 IINF04
20607 47 FIS01
20608 20 INF01
20609 64 CHIM02
20610 97 CHIM02
20611 55 MED18
20612 67 IINF05
20613 40 CHIM02
20614 67 IINF04
20615 50 BIO10
20616 7 BIO10
20617 92 MED18
20618 26 IINF04
20619 74 IINF05
20620 60 IINF05
20621 26 MAT01
20622 90 CHIM02
20623 38 MAT01
20624 79 IINF05
20625 64 INGIND35
20626 44 AGR03
20627 53 CHIM02
20628 20 MAT01
20629 71 CHIM02
20630 10 MAT01
20631 65 BIO10
20632 41 FIS01
20633 70 IINF04
20634 31 FIS01
20635 34 CHIM02
20636 25 CHIM02
20637 65 MED18
20638 57 FIS01
20639 10 BIO10
20640 34 AGR03
20641 32 IINF05
20642 64 FIS01
20643 87 FIS01
20644 48 MED18
20645 41 INF01
20646 78 AGR03
20647 19 INF01
20648 2 AGR03
20649 42 FIS01
20650 39 MED18
20651 65 IINF04
20652 15 FIS01
20653 81 IINF05
20654 94 INF01
20655 39 BIO10
20656 50 FIS01
20657 67 CHIM02
20658 61 INGIND35
20659 24 BIO10
20660 52 AGR03
20661 35 MAT01
20662 89 IINF05
20663 35 INF01
20664 64 BIO10
20665 24 IINF05
20666 74 MED18
20667 32 MED18
20668 37 BIO10
20669 43 INF01
20670 97 MED18
20671 71 FIS01
20672 25 INGIND35
20673 5 MED18
20674 94 AGR03
20675 96 FIS01
20676 29 CHIM02
20677 8 INGIND35
20678 94 IINF05
20679 84 INGIND35
20680 61 AGR03
20681 19 CHIM02
20682 37 IINF04
20683 58 INF01
20684 36 MED18
20685 24 IINF05
20686 56 INF01
20687 96 AGR03
20688 41 AGR03
20689 30 BIO10
20690 4 CHIM02
20691 33 BIO10
20692 58 AGR03
20693 47 INGIND35
20694 51 AGR03
20695 17 MED18
20696 97 BIO10
20697 14 MAT01
20698 8 MAT01
20699 15 MED18
20700 38 CHIM02
20701 55 MED18
20702 65 FIS01
20703 48 BIO10
20704 62 CHIM02
20705 88 INF01
20706 8 AGR03
20707 3 INF01
20708 86 MED18
20709 76 MED18
20710 15 INGIND35
20711 13 CHIM02
20712 35 BIO10
20713 72 IINF05
20714 17 INGIND35
20715 73 INF01
20716 18 INF01
20717 80 AGR03
20718 10 IINF05
20719 47 AGR03
20720 1 IINF04
20721 13 MAT01
20722 62 MAT01
20723 99 IINF05
20724 98 MAT01
20725 96 MED18
20726 69 AGR03
20727 29 MED18
20728 20 BIO10
20729 71 IINF05
20730 27 INF01
20731 46 IINF05
20732 47 AGR03
20733 91 IINF04
20734 31 IINF05
20735 48 CHIM02
20736 7 CHIM02
20737 72 CHIM02
20738 44 MAT01
20739 95 INF01
20740 53 CHIM02
20741 53 IINF05
20742 36 IINF05
20743 6 MED18
20744 49 CHIM02
20745 83 MED18
20746 85 FIS01
20747 86 IINF04
20748 80 INF01
20749 98 BIO10
20750 91 CHIM02
20751 99 IINF05
20752 69 FIS01
20753 69 AGR03
20754 31 INF01
20755 54 BIO10
20756 31 IINF05
20757 3 MAT01
20758 35 AGR03
20759 75 INF01
20760 6 INF01
20761 26 IINF05
20762 91 BIO10
20763 41 FIS01
20764 23 MED18
20765 36 CHIM02
20766 96 FIS01
20767 9 MED18
20768 59 MAT01
20769 27 FIS01
20770 12 IINF04
20771 32 INGIND35
20772 57 BIO10
20773 52 INF01
20774 55 INF01
20775 69 IINF04
20776 36 CHIM02
20777 94 FIS01
20778 69 MAT01
20779 6 IINF04
20780 22 BIO10
20781 26 INGIND35
20782 13 IINF05
20783 89 MAT01
20784 87 MED18
20785 66 MED18
20786 11 MED18
20787 71 INGIND35
20788 50 BIO10
20789 11 MED18
20790 27 MED18
20791 64 CHIM02
20792 42 IINF04
20793 16 IINF04
20794 13 IINF05
20795 54 FIS01
20796 95 IINF04
20797 36 CHIM02
20798 20 IINF05
20799 47 IINF04
20800 46 INGIND35
20801 45 BIO10
20802 27 FIS01
20803 33 INGIND35
20804 21 IINF05
20805 81 AGR03
20806 11 CHIM02
20807 29 IINF04
20808 14 AGR03
20809 69 INF01
20810 67 INGIND35
20811 99 IINF04
20812 22 INF01
20813 56 MED18
20814 67 BIO10
20815 2 AGR03
20816 5 FIS01
20817 100 INGIND35
20818 50 MED18
20819 81 AGR03
20820 99 IINF04
20821 12 CHIM02
20822 71 IINF05
20823 87 INF01
20824 42 BIO10
20825 80 BIO10
20826 9 AGR03
20827 91 IINF04
20828 69 MAT01
20829 33 MAT01
20830 15 BIO10
20831 3 FIS01
20832 51 AGR03
20833 74 MAT01
20834 75 INF01
20835 15 INGIND35
20836 32 CHIM02
20837 15 MED18
20838 11 BIO10
20839 16 BIO10
20840 91 AGR03
20841 90 FIS01
20842 1 MED18
20843 72 INF01
20844 42 AGR03
20845 97 BIO10
20846 46 CHIM02
20847 23 MAT01
20848 28 IINF05
20849 42 FIS01
20850 68 BIO10
20851 77 CHIM02
20852 32 MED18
20853 49 MAT01
20854 78 INGIND35
20855 61 INF01
20856 19 CHIM02
20857 73 INGIND35
20858 91 MAT01
20859 63 CHIM02
20860 35 IINF04
20861 82 CHIM02
20862 6 MED18
20863 8 CHIM02
20864 62 MED18
20865 97 FIS01
20866 85 IINF05
20867 63 MAT01
20868 38 MAT01
20869 30 MED18
20870 56 INF01
20871 70 CHIM02
20872 64 MAT01
20873 30 MAT01
20874 94 IINF04
20875 58 MED18
20876 95 CHIM02
20877 88 BIO10
20878 40 INGIND35
20879 27 MAT01
20880 51 INF01
20881 46 IINF04
20882 53 IINF05
20883 45 FIS01
20884 73 IINF04
20885 70 CHIM02
20886 39 BIO10
20887 1 MAT01
20888 16 AGR03
20889 7 INF01
20890 96 INF01
20891 35 CHIM02
20892 94 INGIND35
20893 83 INF01
20894 54 MAT01
20895 2 IINF04
20896 17 INF01
20897 40 AGR03
20898 68 MED18
20899 10 MED18
20900 12 BIO10
20901 6 MAT01
20902 54 IINF05
20903 30 AGR03
20904 52 IINF05
20905 13 BIO10
20906 10 AGR03
20907 52 INGIND35
20908 67 MED18
20909 75 AGR03
20910 89 FIS01
20911 22 IINF05
20912 86 IINF05
20913 62 AGR03
20914 49 AGR03
20915 37 AGR03
20916 12 CHIM02
20917 81 AGR03
20918 23 IINF04
20919 99 FIS01
20920 4 AGR03
20921 57 FIS01
20922 41 FIS01
20923 18 CHIM02
20924 7 FIS01
20925 79 INF01
20926 77 IINF05
20927 16 CHIM02
20928 84 MAT01
20929 54 IINF05
20930 85 INGIND35
20931 49 INGIND35
20932 41 INF01
20933 30 INGIND35
20934 94 IINF05
20935 78 AGR03
20936 41 MAT01
20937 90 INGIND35
20938 60 INGIND35
20939 45 BIO10
20940 7 CHIM02
20941 35 BIO10
20942 84 IINF05
20943 95 FIS01
20944 11 INGIND35
20945 62 IINF05
20946 74 INF01
20947 91 INGIND35
20948 48 FIS01
20949 6 AGR03
20950 35 BIO10
20951 52 INGIND35
20952 10 IINF04
20953 20 IINF04
20954 49 BIO10
20955 30 BIO10
20956 39 CHIM02
20957 61 IINF04
20958 50 MED18
20959 50 MED18
20960 30 CHIM02
20961 16 MED18
20962 22 INF01
20963 82 MAT01
20964 72 CHIM02
20965 15 CHIM02
20966 71 FIS01
20967 19 IINF04
20968 9 BIO10
20969 38 INGIND35
20970 3 IINF04
20971 68 INGIND35
20972 16 MED18
20973 83 FIS01
20974 78 BIO10
20975 19 CHIM02
20976 95 INF01
20977 13 IINF05
20978 70 INGIND35
20979 43 IINF04
20980 51 INGIND35
20981 98 BIO10
20982 35 BIO10
20983 20 INF01
20984 62 MAT01
20985 17 BIO10
20986 42 INGIND35
20987 56 IINF04
20988 93 BIO10
20989 23 MAT01
20990 57 BIO10
20991 53 BIO10
20992 26 INGIND35
20993 27 INGIND35
20994 16 INGIND35
20995 74 BIO10
20996 28 INGIND35
20997 66 CHIM02
20998 49 INF01
20999 8 FIS01
21000 37 MED18
21001 99 AGR03
21002 20 INGIND35
21003 83 CHIM02
21004 82 CHIM02
21005 34 FIS01
21006 89 INGIND35
21007 54 CHIM02
21008 79 BIO10
21009 91 MED18
21010 87 BIO10
21011 79 INF01
21012 19 IINF04
21013 29 BIO10
21014 71 CHIM02
21015 48 FIS01
21016 3 IINF05
21017 26 BIO10
21018 81 FIS01
21019 71 CHIM02
21020 96 INGIND35
21021 26 INGIND35
21022 39 BIO10
21023 29 IINF05
21024 80 MED18
21025 96 MED18
21026 52 BIO10
21027 7 MAT01
21028 34 MAT01
21029 47 INGIND35
21030 69 IINF04
21031 85 INF01
21032 68 IINF05
21033 99 FIS01
21034 66 FIS01
21035 24 IINF05
21036 32 INGIND35
21037 61 AGR03
21038 56 MAT01
21039 29 MAT01
21040 97 IINF05
21041 87 AGR03
21042 38 FIS01
21043 83 CHIM02
21044 7 INGIND35
21045 65 MAT01
21046 14 MED18
21047 95 IINF04
21048 5 CHIM02
21049 32 FIS01
21050 36 MED18
21051 39 CHIM02
21052 85 INGIND35
21053 16 AGR03
21054 31 IINF05
21055 83 IINF04
21056 7 INGIND35
21057 6 BIO10
21058 45 MAT01
21059 60 CHIM02
21060 53 CHIM02
21061 63 FIS01
21062 100 FIS01
21063 62 MED18
21064 14 CHIM02
21065 83 AGR03
21066 69 IINF04
21067 81 MAT01
21068 14 AGR03
21069 41 MED18
21070 5 CHIM02
21071 97 AGR03
21072 95 FIS01
21073 46 AGR03
21074 55 MAT01
21075 88 CHIM02
21076 19 IINF05
21077 48 IINF04
21078 57 INF01
21079 8 IINF05
21080 75 INF01
21081 73 AGR03
21082 97 IINF05
21083 21 INGIND35
21084 91 FIS01
21085 96 BIO10
21086 61 IINF05
21087 35 FIS01
21088 66 INF01
21089 89 AGR03
21090 43 IINF05
21091 72 INF01
21092 40 IINF05
21093 95 MAT01
21094 16 CHIM02
21095 98 INF01
21096 69 IINF05
21097 40 IINF04
21098 55 MAT01
21099 62 MED18
21100 45 MAT01
21101 10 AGR03
21102 47 INGIND35
21103 73 MED18
21104 15 CHIM02
21105 32 CHIM02
21106 23 CHIM02
21107 23 BIO10
21108 10 INGIND35
21109 23 FIS01
21110 26 INGIND35
21111 13 BIO10
21112 86 IINF04
21113 92 FIS01
21114 7 AGR03
21115 42 FIS01
21116 99 AGR03
21117 25 INF01
21118 66 CHIM02
21119 83 INF01
21120 78 IINF04
21121 6 INF01
21122 44 IINF05
21123 35 INF01
21124 55 CHIM02
21125 55 MAT01
21126 98 IINF04
21127 63 INF01
21128 41 INF01
21129 60 FIS01
21130 79 MED18
21131 96 INF01
21132 72 CHIM02
21133 81 IINF05
21134 85 IINF05
21135 85 MED18
21136 64 AGR03
21137 54 FIS01
21138 59 MAT01
21139 91 INF01
21140 98 FIS01
21141 6 AGR03
21142 15 BIO10
21143 88 BIO10
21144 13 INGIND35
21145 67 IINF04
21146 40 MED18
21147 57 CHIM02
21148 87 MAT01
21149 75 MAT01
21150 32 INGIND35
21151 29 FIS01
21152 11 MED18
21153 61 IINF04
21154 78 IINF04
21155 85 CHIM02
21156 88 MAT01
21157 62 INF01
21158 43 FIS01
21159 95 MED18
21160 81 INF01
21161 92 BIO10
21162 1 FIS01
21163 18 CHIM02
21164 94 INGIND35
21165 19 FIS01
21166 71 IINF04
21167 1 MAT01
21168 61 AGR03
21169 28 INGIND35
21170 50 FIS01
21171 2 INGIND35
21172 22 IINF04
21173 60 CHIM02
21174 74 MAT01
21175 69 BIO10
21176 20 BIO10
21177 25 IINF04
21178 7 IINF05
21179 24 MED18
21180 4 FIS01
21181 83 CHIM02
21182 42 BIO10
21183 9 CHIM02
21184 11 AGR03
21185 27 INGIND35
21186 63 BIO10
21187 92 BIO10
21188 40 INGIND35
21189 74 INGIND35
21190 60 IINF05
21191 93 BIO10
21192 38 INGIND35
21193 48 IINF04
21194 26 FIS01
21195 78 CHIM02
21196 48 BIO10
21197 33 IINF05
21198 21 MED18
21199 93 IINF05
21200 59 IINF04
21201 16 MAT01
21202 28 IINF04
21203 35 IINF04
21204 56 MAT01
21205 39 BIO10
21206 23 CHIM02
21207 82 MAT01
21208 9 INGIND35
21209 55 INF01
21210 30 CHIM02
21211 1 CHIM02
21212 2 IINF04
21213 87 AGR03
21214 35 FIS01
21215 38 BIO10
21216 14 FIS01
21217 58 CHIM02
21218 64 FIS01
21219 27 IINF04
21220 81 MAT01
21221 41 MAT01
21222 65 MED18
21223 24 MED18
21224 100 AGR03
21225 54 MAT01
21226 56 INF01
21227 14 AGR03
21228 6 FIS01
21229 59 INGIND35
21230 26 AGR03
21231 8 BIO10
21232 50 CHIM02
21233 41 INF01
21234 58 BIO10
21235 90 CHIM02
21236 30 FIS01
21237 19 CHIM02
21238 66 INF01
21239 28 INGIND35
21240 29 INF01
21241 88 CHIM02
21242 96 AGR03
21243 61 IINF04
21244 27 IINF04
21245 100 MAT01
21246 94 INGIND35
21247 87 INF01
21248 52 BIO10
21249 43 INGIND35
21250 28 INGIND35
21251 7 INGIND35
21252 28 AGR03
21253 32 IINF04
21254 95 CHIM02
21255 28 MED18
21256 7 FIS01
21257 78 IINF04
21258 28 AGR03
21259 18 IINF04
21260 87 AGR03
21261 33 MED18
21262 55 CHIM02
21263 1 IINF04
21264 68 IINF04
21265 82 MED18
21266 85 MAT01
21267 8 IINF04
21268 73 INF01
21269 27 IINF04
21270 24 IINF05
21271 10 MED18
21272 70 MAT01
21273 53 CHIM02
21274 11 MAT01
21275 41 FIS01
21276 39 AGR03
21277 95 BIO10
21278 87 MED18
21279 89 INGIND35
21280 86 MED18
21281 38 FIS01
21282 85 INF01
21283 15 CHIM02
21284 10 FIS01
21285 57 FIS01
21286 6 CHIM02
21287 28 CHIM02
21288 74 MAT01
21289 42 FIS01
21290 36 AGR03
21291 18 INF01
21292 29 IINF04
21293 2 INGIND35
21294 15 INF01
21295 10 BIO10
21296 48 MAT01
21297 77 BIO10
21298 69 AGR03
21299 18 CHIM02
21300 11 BIO10
21301 44 IINF04
21302 28 FIS01
21303 97 INGIND35
21304 89 INF01
21305 16 MAT01
21306 80 BIO10
21307 95 CHIM02
21308 50 IINF04
21309 63 MAT01
21310 2 MED18
21311 65 AGR03
21312 72 FIS01
21313 59 MED18
21314 71 MAT01
21315 96 IINF05
21316 29 IINF05
21317 88 FIS01
21318 42 FIS01
21319 47 MED18
21320 44 INGIND35
21321 18 BIO10
21322 47 MED18
21323 20 INF01
21324 89 MED18
21325 85 INGIND35
21326 67 CHIM02
21327 10 IINF05
21328 45 FIS01
21329 1 MED18
21330 2 CHIM02
21331 93 IINF04
21332 4 AGR03
21333 33 IINF04
21334 93 CHIM02
21335 14 IINF04
21336 82 INF01
21337 30 AGR03
21338 95 INGIND35
21339 23 MAT01
21340 3 INF01
21341 60 INF01
21342 52 AGR03
21343 4 INGIND35
21344 15 IINF04
21345 2 IINF04
21346 34 FIS01
21347 94 INF01
21348 99 CHIM02
21349 14 INF01
21350 78 INF01
21351 64 INF01
21352 23 BIO10
21353 31 MED18
21354 31 IINF04
21355 97 INGIND35
21356 46 CHIM02
21357 35 AGR03
21358 2 MED18
21359 89 IINF04
21360 60 INF01
21361 73 FIS01
21362 40 IINF04
21363 28 FIS01
21364 49 INGIND35
21365 53 IINF05
21366 63 MED18
21367 30 AGR03
21368 92 INF01
21369 1 CHIM02
21370 62 IINF05
21371 39 BIO10
21372 54 CHIM02
21373 49 FIS01
